Profit,Transaction ID,Product ID,Date,Brand,Product Line,Product Class,Size,Customer ID,Address,Postcode,State,Property Value
690.49,1964,67,13-04-2017,Solex,Standard,medium,large,2955,7 Blue Bill Park Lane,2765,NSW,9
827.16,1965,85,06-11-2017,WeareA2B,Standard,medium,medium,3126,98 Grover Street,3048,VIC,5
1295.43,1966,55,14-02-2017,Trek Bicycles,Road,medium,large,3010,90 Darwin Crossing,2767,NSW,8
1028.76,1967,54,11-04-2017,WeareA2B,Standard,medium,medium,2284,10055 Old Shore Lane,3630,VIC,1
445.21,1968,77,13-02-2017,Norco Bicycles,Road,medium,large,1995,62965 Morningstar Junction,4109,QLD,9
43.97,1969,50,15-04-2017,WeareA2B,Standard,medium,small,626,226 Rowland Street,4178,QLD,7
1069.55,1970,12,05-06-2017,WeareA2B,Standard,medium,medium,3287,4380 Rusk Terrace,2086,NSW,11
356.5,1971,45,18-12-2017,Solex,Standard,medium,medium,1914,5 Porter Road,4014,QLD,6
437.46,1972,36,13-01-2017,Solex,Standard,low,medium,125,684 Northport Circle,2213,NSW,10
1630.25,1973,92,02-10-2017,WeareA2B,Touring,medium,large,2458,6 Ryan Drive,2165,NSW,10
547.28,1974,31,24-08-2017,WeareA2B,Standard,medium,medium,2854,3306 Bartelt Alley,2323,NSW,4
1630.25,1975,92,23-08-2017,WeareA2B,Touring,medium,large,2474,70 Erie Street,4814,QLD,2
1702.55,1976,3,26-08-2017,Trek Bicycles,Standard,medium,large,3474,06 Lake View Plaza,4515,QLD,1
133.38,1977,0,19-04-2017,Trek Bicycles,Road,medium,medium,2965,197 Goodland Crossing,2320,NSW,5
114.93,1978,5,07-01-2017,Trek Bicycles,Mountain,low,medium,1766,8943 Knutson Point,4154,QLD,9
1103.43,1979,10,26-05-2017,WeareA2B,Touring,medium,medium,1469,93482 Jenifer Alley,2439,NSW,10
693.76,1980,53,20-04-2017,OHM Cycles,Standard,medium,medium,496,61293 Delladonna Way,2015,NSW,9
133.38,1981,49,19-03-2017,Trek Bicycles,Road,medium,medium,825,8640 Village Junction,2066,NSW,12
4.8,1982,19,18-12-2017,OHM Cycles,Road,high,large,1301,392 Ridge Oak Road,4165,QLD,7
64.51,1983,61,20-12-2017,Norco Bicycles,Standard,medium,small,2859,3519 Schurz Alley,4034,QLD,7
437.46,1984,36,27-04-2017,Solex,Standard,low,medium,2462,8439 Katie Crossing,3028,VIC,8
179.44,1985,62,05-08-2017,Solex,Standard,medium,medium,865,7391 Ruskin Parkway,4356,QLD,5
299.27,1986,30,31-07-2017,Solex,Standard,high,medium,2229,37353 Alpine Circle,2214,NSW,8
195.34,1987,20,01-06-2017,Trek Bicycles,Standard,medium,small,1883,57 Marquette Hill,4120,QLD,6
1408.91,1988,83,09-07-2017,Solex,Touring,medium,large,2599,357 Elgar Alley,3910,VIC,9
448.68,1989,35,22-08-2017,Giant Bicycles,Standard,medium,medium,3370,01 Nevada Alley,2076,NSW,12
583.27,1990,40,01-06-2017,OHM Cycles,Standard,high,medium,1816,3202 Ridge Oak Alley,4121,QLD,9
547.28,1991,85,09-09-2017,WeareA2B,Standard,medium,medium,769,033 Loftsgordon Center,2150,NSW,8
110.81,1992,27,23-02-2017,Trek Bicycles,Standard,medium,medium,2227,60650 Mcbride Point,3918,VIC,7
509.97,1993,11,30-09-2017,Giant Bicycles,Standard,high,medium,3428,5356 Ruskin Place,2850,NSW,3
451.65,1994,4,15-05-2017,Giant Bicycles,Standard,high,medium,116,0349 Farmco Terrace,2168,NSW,8
1055.82,1995,78,24-03-2017,Giant Bicycles,Standard,medium,large,2222,9115 Mockingbird Crossing,2145,NSW,6
459.46,1996,18,30-09-2017,Norco Bicycles,Standard,high,medium,1862,0672 Lyons Pass,2153,NSW,10
152.55,1997,14,19-02-2017,Trek Bicycles,Standard,medium,small,622,1923 Fisk Lane,4341,QLD,3
4.8,1998,19,02-01-2017,OHM Cycles,Road,high,large,214,811 Tony Road,4220,QLD,9
450.77,1999,58,04-04-2017,OHM Cycles,Road,medium,medium,1478,12 Express Pass,2340,NSW,2
179.44,2000,62,05-10-2017,Solex,Standard,medium,medium,2233,390 Meadow Vale Circle,2560,NSW,9
4.8,2001,19,03-04-2017,OHM Cycles,Road,high,large,1677,41 Vahlen Park,2230,NSW,12
199.1,2002,42,30-11-2017,OHM Cycles,Road,medium,small,440,1693 Artisan Hill,2259,NSW,6
1028.76,2003,65,30-04-2017,WeareA2B,Standard,medium,medium,1735,63862 Dawn Park,4655,QLD,2
199.1,2004,42,26-06-2017,OHM Cycles,Road,medium,small,1271,93 Corben Crossing,4506,QLD,4
199.1,2005,42,29-07-2017,OHM Cycles,Road,medium,small,2244,259 Homewood Pass,2092,NSW,10
451.65,2006,4,15-01-2017,Giant Bicycles,Standard,high,medium,348,7633 Mayer Plaza,2768,NSW,10
448.68,2007,1,24-01-2017,Giant Bicycles,Standard,medium,medium,2329,5 1st Park,2285,NSW,6
751.02,2008,38,01-01-2017,Solex,Standard,medium,medium,722,76 Londonderry Park,2777,NSW,9
1305.25,2009,89,17-11-2017,WeareA2B,Touring,medium,large,3201,020 Bartillon Park,2767,NSW,8
957.02,2010,24,02-04-2017,Solex,Road,medium,large,3170,13 Marcy Alley,3138,VIC,8
41.13,2011,95,06-07-2017,Giant Bicycles,Standard,medium,large,2208,0 Shasta Terrace,2289,NSW,7
299.27,2012,6,06-06-2017,Solex,Standard,high,medium,1572,8 Heffernan Crossing,2126,NSW,12
327.98,2013,49,19-05-2017,Solex,Standard,medium,large,950,33564 Jana Court,4218,QLD,5
195.34,2014,20,05-05-2017,Trek Bicycles,Standard,medium,small,1149,8 Moland Junction,2148,NSW,7
135.85,2015,29,24-12-2017,Norco Bicycles,Road,medium,medium,796,414 Kensington Lane,3076,VIC,8
583.27,2016,40,02-05-2017,OHM Cycles,Standard,high,medium,272,5668 Corscot Circle,2065,NSW,12
771.12,2017,58,10-02-2017,OHM Cycles,Standard,medium,medium,743,0272 Pankratz Hill,2031,NSW,10
693.76,2018,98,23-05-2017,OHM Cycles,Standard,medium,medium,1348,6002 Del Sol Trail,3630,VIC,2
690.49,2019,67,23-01-2017,Solex,Standard,medium,large,2659,882 Mitchell Place,4151,QLD,4
802.26,2020,25,28-09-2017,OHM Cycles,Standard,high,medium,3493,3 Monument Crossing,2090,NSW,10
903.11,2021,35,02-03-2017,Trek Bicycles,Standard,low,medium,1579,82 Hanover Avenue,2101,NSW,10
745.94,2022,45,09-12-2017,Trek Bicycles,Road,low,medium,3462,785 Crest Line Hill,3634,VIC,1
574.62,2023,66,03-11-2017,Solex,Standard,medium,medium,438,007 Gerald Place,3074,VIC,4
43.97,2024,50,30-10-2017,WeareA2B,Standard,medium,small,1227,01 Cottonwood Junction,2285,NSW,7
41.13,2025,95,31-07-2017,Giant Bicycles,Standard,medium,large,2221,48 Laurel Parkway,4017,QLD,5
1028.76,2026,65,13-12-2017,WeareA2B,Standard,medium,medium,832,44997 Anniversary Way,4114,QLD,3
133.78,2027,9,25-12-2017,Norco Bicycles,Standard,medium,small,2106,60424 Bultman Terrace,2120,NSW,10
574.62,2028,66,30-01-2017,Solex,Standard,medium,medium,2039,91749 Portage Park,2528,NSW,8
110.56,2029,86,21-05-2017,OHM Cycles,Standard,medium,medium,1192,63576 Anzinger Trail,2168,NSW,9
1215.34,2030,36,23-08-2017,Solex,Standard,low,medium,1553,62047 Ludington Terrace,2148,NSW,8
64.930000000,2031,66,13-11-2017,Giant Bicycles,Road,low,small,3178,9632 Katie Avenue,4161,QLD,7
104.24,2032,41,05-09-2017,Solex,Road,medium,medium,1215,592 Tennessee Alley,2231,NSW,10
110.81,2033,27,21-03-2017,Trek Bicycles,Standard,medium,medium,628,4744 Garrison Drive,4132,QLD,4
309.81,2034,34,18-11-2017,Norco Bicycles,Road,high,large,102,55850 Butterfield Road,2168,NSW,9
45.96,2035,56,15-11-2017,OHM Cycles,Standard,medium,medium,2935,1 Farwell Center,2199,NSW,9
1592.19,2036,68,24-12-2017,OHM Cycles,Standard,medium,medium,1327,2 Shasta Street,3977,VIC,8
41.13,2037,95,28-03-2017,Giant Bicycles,Standard,medium,large,1423,5700 Banding Lane,2762,NSW,9
217.51,2038,60,29-03-2017,Giant Bicycles,Standard,high,small,2567,4 Barby Avenue,2705,NSW,5
45.96,2039,0,18-09-2017,OHM Cycles,Standard,medium,medium,2951,24 Green Parkway,3437,VIC,8
1408.91,2040,83,23-08-2017,Solex,Touring,medium,large,1232,61949 7th Road,4573,QLD,8
1230.27,2041,39,06-06-2017,Giant Bicycles,Standard,medium,large,902,9 Northridge Lane,2340,NSW,3
143.82,2042,18,22-07-2017,Solex,Standard,medium,medium,1735,63862 Dawn Park,4655,QLD,2
17.87,2043,2,10-07-2017,Solex,Standard,medium,medium,2509,53 Anthes Point,4341,QLD,2
57.73,2044,0,03-10-2017,Giant Bicycles,Standard,medium,medium,3265,7 Pepper Wood Crossing,3038,VIC,8
1055.82,2045,78,24-04-2017,Giant Bicycles,Standard,medium,large,318,671 American Ash Way,2365,NSW,2
187.39,2046,8,25-12-2017,Solex,Road,medium,small,1054,10 Pennsylvania Hill,2118,NSW,11
1230.3,2047,26,10-09-2017,WeareA2B,Standard,medium,medium,2948,68473 Leroy Avenue,4105,QLD,9
110.81,2048,27,09-07-2017,Trek Bicycles,Standard,medium,medium,2870,10434 Melby Pass,2200,NSW,7
1028.76,2049,54,06-04-2017,WeareA2B,Standard,medium,medium,468,091 Farragut Crossing,3058,VIC,9
195.34,2050,20,08-08-2017,Trek Bicycles,Standard,medium,small,563,9161 Hoepker Street,4740,QLD,5
751.02,2051,38,08-04-2017,Solex,Standard,medium,medium,65,308 Jana Crossing,2153,NSW,10
15.08,2052,22,30-05-2017,WeareA2B,Standard,medium,medium,1797,18083 Mallard Drive,3075,VIC,7
1215.34,2053,46,30-06-2017,Solex,Standard,low,medium,354,0293 Porter Crossing,2830,NSW,5
1069.55,2054,12,27-01-2017,WeareA2B,Standard,medium,medium,3075,08180 Golf Park,3068,VIC,8
1612.25,2055,73,02-04-2017,Solex,Standard,medium,medium,2357,9292 Mcguire Plaza,2073,NSW,12
90.1,2056,0,11-04-2017,Norco Bicycles,Standard,medium,medium,2285,018 Porter Court,3631,VIC,6
547.28,2057,85,18-06-2017,WeareA2B,Standard,medium,medium,1657,4 Jay Court,2763,NSW,9
64.930000000,2058,66,12-08-2017,Giant Bicycles,Road,low,small,1078,356 Petterle Way,2193,NSW,9
802.26,2059,25,10-08-2017,OHM Cycles,Standard,high,medium,1611,6491 Gerald Court,2261,NSW,9
459.46,2060,82,09-12-2017,Norco Bicycles,Standard,high,medium,2383,25925 Service Crossing,2147,NSW,9
114.93,2061,5,07-05-2017,Trek Bicycles,Mountain,low,medium,961,382 Dayton Lane,2148,NSW,8
872.89,2062,64,12-03-2017,Trek Bicycles,Standard,medium,large,1500,36 Marquette Center,2250,NSW,7
431.33,2063,50,09-03-2017,Giant Bicycles,Standard,medium,medium,1200,614 Shopko Trail,4350,QLD,3
1279.4,2064,54,28-02-2017,WeareA2B,Standard,medium,medium,2117,556 Esch Street,2090,NSW,12
445.21,2065,77,28-10-2017,Norco Bicycles,Road,medium,large,1999,7875 Fieldstone Pass,4216,QLD,10
114.93,2066,19,16-12-2017,Trek Bicycles,Mountain,low,medium,405,1 Red Cloud Street,2770,NSW,8
90.1,2067,0,27-06-2017,Norco Bicycles,Standard,medium,medium,804,15067 Commercial Pass,4006,QLD,7
299.27,2068,6,17-09-2017,Solex,Standard,high,medium,3309,24965 Mitchell Center,4124,QLD,6
817.36,2069,88,23-02-2017,Norco Bicycles,Standard,medium,medium,2536,601 Dryden Way,2264,NSW,7
459.46,2070,82,06-04-2017,Norco Bicycles,Standard,high,medium,3010,90 Darwin Crossing,2767,NSW,8
327.98,2071,59,09-11-2017,Solex,Standard,medium,large,1591,54 Veith Drive,2073,NSW,12
356.5,2072,45,09-03-2017,Solex,Standard,medium,medium,617,9 Schmedeman Hill,4075,QLD,7
817.36,2073,88,14-08-2017,Norco Bicycles,Standard,medium,medium,1732,78 Parkside Trail,3046,VIC,8
1069.55,2074,12,30-12-2017,WeareA2B,Standard,medium,medium,675,99 Cascade Crossing,2048,NSW,12
75.75,2075,23,23-09-2017,Norco Bicycles,Mountain,low,small,3082,837 Elmside Center,2761,NSW,8
139.23,2076,80,21-02-2017,OHM Cycles,Touring,low,medium,3268,14860 Clove Drive,3175,VIC,5
641.64,2077,94,23-07-2017,Giant Bicycles,Standard,medium,large,255,131 Northfield Parkway,3355,VIC,2
583.27,2078,93,07-06-2017,OHM Cycles,Standard,high,medium,1696,367 Algoma Lane,2153,NSW,10
445.21,2079,77,28-12-2017,Norco Bicycles,Road,medium,large,1297,3 Gina Center,4210,QLD,7
139.23,2080,80,13-01-2017,OHM Cycles,Touring,low,medium,2977,0338 Oakridge Crossing,3030,VIC,4
104.24,2081,41,21-06-2017,Solex,Road,medium,medium,2672,8 Eagle Crest Circle,2137,NSW,12
4.8,2082,19,23-03-2017,OHM Cycles,Road,high,large,1108,8 Ridgeview Park,2323,NSW,5
827.16,2083,74,27-01-2017,WeareA2B,Standard,medium,medium,2822,99216 Oakridge Hill,3124,VIC,12
1215.34,2084,46,09-02-2017,Solex,Standard,low,medium,495,4 Pond Parkway,3185,VIC,9
445.21,2085,77,09-10-2017,Norco Bicycles,Road,medium,large,307,93 Lawn Park,3152,VIC,9
450.77,2086,52,01-12-2017,OHM Cycles,Road,medium,medium,410,25 Graceland Way,2750,NSW,8
445.21,2087,69,22-10-2017,Norco Bicycles,Road,medium,large,2240,70 Old Gate Avenue,3043,VIC,7
17.87,2088,2,09-01-2017,Solex,Standard,medium,medium,2121,464 Bonner Place,3012,VIC,8
133.78,2089,28,01-09-2017,Norco Bicycles,Standard,medium,small,1748,09810 Dayton Hill,4035,QLD,8
133.78,2090,9,13-04-2017,Norco Bicycles,Standard,medium,small,1611,6491 Gerald Court,2261,NSW,9
1279.4,2091,54,02-08-2017,WeareA2B,Standard,medium,medium,2715,75 Loftsgordon Hill,3147,VIC,11
195.34,2092,20,14-05-2017,Trek Bicycles,Standard,medium,small,1893,319 Michigan Way,4350,QLD,4
152.55,2093,14,30-05-2017,Trek Bicycles,Standard,medium,small,185,3567 Northfield Lane,2430,NSW,5
641.64,2094,94,20-09-2017,Giant Bicycles,Standard,medium,large,261,7 Eastlawn Street,2346,NSW,1
209.84,2095,15,19-05-2017,Norco Bicycles,Standard,low,medium,280,8 Starling Pass,2767,NSW,8
1069.55,2096,34,09-08-2017,WeareA2B,Standard,medium,medium,515,12845 Paget Lane,2026,NSW,12
1028.76,2097,65,27-03-2017,WeareA2B,Standard,medium,medium,2188,67 Carioca Road,4211,QLD,9
693.76,2098,53,24-01-2017,OHM Cycles,Standard,medium,medium,2447,9346 Sunfield Plaza,2671,NSW,1
187.39,2099,28,04-04-2017,Solex,Road,medium,small,2891,32 Calypso Park,2481,NSW,11
114.93,2100,5,28-08-2017,Trek Bicycles,Mountain,low,medium,2221,48 Laurel Parkway,4017,QLD,5
802.26,2101,51,23-02-2017,OHM Cycles,Standard,high,medium,888,89 Monument Place,4720,QLD,1
75.75,2102,23,14-02-2017,Norco Bicycles,Mountain,low,small,1154,0103 Bay Junction,2222,NSW,11
75.14,2103,9,10-09-2017,OHM Cycles,Road,medium,medium,2935,1 Farwell Center,2199,NSW,9
189.28,2104,47,28-12-2017,Trek Bicycles,Road,low,small,3031,50 7th Circle,4305,QLD,1
409.86,2105,17,09-08-2017,Solex,Standard,high,medium,2304,54 Annamark Place,2565,NSW,8
72.6,2106,90,07-10-2017,Norco Bicycles,Standard,low,medium,2336,366 Hovde Park,2566,NSW,8
1305.25,2107,89,12-03-2017,WeareA2B,Touring,medium,large,1157,03058 Shoshone Lane,2090,NSW,12
155.65,2108,92,15-07-2017,WeareA2B,Standard,medium,small,719,14254 Hallows Parkway,4615,QLD,1
209.84,2109,41,11-07-2017,Norco Bicycles,Standard,low,medium,2114,21 South Avenue,2076,NSW,11
217.51,2110,60,08-08-2017,Giant Bicycles,Standard,high,small,482,40504 Tennyson Drive,2046,NSW,9
834.94,2111,93,26-09-2017,WeareA2B,Standard,medium,medium,2913,24913 Twin Pines Terrace,3350,VIC,5
451.65,2112,4,09-05-2017,Giant Bicycles,Standard,high,medium,1949,1197 Carey Junction,2280,NSW,7
114.93,2113,19,21-05-2017,Trek Bicycles,Mountain,low,medium,1543,65 Southridge Alley,2745,NSW,10
72.6,2114,90,25-05-2017,Norco Bicycles,Standard,low,medium,135,9674 Graceland Junction,3201,VIC,6
751.02,2115,38,12-09-2017,Solex,Standard,medium,medium,145,7245 Cottonwood Center,2285,NSW,5
641.64,2116,96,06-05-2017,Giant Bicycles,Standard,medium,large,2210,2 Goodland Lane,3977,VIC,5
327.98,2117,59,08-11-2017,Solex,Standard,medium,large,2760,18 School Alley,4655,QLD,3
690.49,2118,21,16-06-2017,Solex,Standard,medium,large,3143,332 Summerview Park,3000,VIC,8
1592.19,2119,68,26-05-2017,OHM Cycles,Standard,medium,medium,2826,9 Springview Terrace,3121,VIC,10
143.36,2120,98,24-05-2017,Trek Bicycles,Standard,high,medium,44,89314 Eagle Crest Center,4670,QLD,2
827.16,2121,74,28-09-2017,WeareA2B,Standard,medium,medium,789,37817 Burning Wood Circle,2126,NSW,11
167.21,2122,67,23-07-2017,Norco Bicycles,Road,medium,medium,2050,24951 Michigan Pass,2176,NSW,10
110.81,2123,0,28-06-2017,Trek Bicycles,Standard,medium,medium,945,627 Ronald Regan Alley,4505,QLD,6
110.56,2124,86,29-01-2017,OHM Cycles,Standard,medium,medium,2780,4362 Morningstar Place,4869,QLD,2
957.02,2125,24,11-09-2017,Solex,Road,medium,large,322,5 Schurz Place,4350,QLD,6
1215.34,2126,46,03-03-2017,Solex,Standard,low,medium,1558,07236 Jenifer Point,2763,NSW,10
182.81,2127,16,10-02-2017,Norco Bicycles,Standard,high,small,132,12306 Lawn Street,2145,NSW,8
1544.61,2128,37,15-07-2017,OHM Cycles,Standard,low,medium,3232,78258 Hanover Plaza,3070,VIC,10
1069.55,2129,34,23-03-2017,WeareA2B,Standard,medium,medium,411,41605 Mitchell Street,2750,NSW,8
75.48,2130,0,19-11-2017,Trek Bicycles,Road,medium,medium,260,15 Straubel Way,4680,QLD,2
198.22,2131,69,05-10-2017,Giant Bicycles,Road,medium,medium,1743,4912 Lukken Way,4570,QLD,3
179.44,2132,62,09-11-2017,Solex,Standard,medium,medium,1222,267 Lukken Park,3930,VIC,9
547.28,2133,85,01-12-2017,WeareA2B,Standard,medium,medium,2694,99565 Warrior Alley,4510,QLD,3
1702.55,2134,38,10-10-2017,Trek Bicycles,Standard,medium,large,2458,6 Ryan Drive,2165,NSW,10
1103.43,2135,21,12-01-2017,WeareA2B,Touring,medium,medium,1880,60911 Almo Point,2066,NSW,12
1230.27,2136,39,16-04-2017,Giant Bicycles,Standard,medium,large,1576,3525 Buena Vista Plaza,2120,NSW,9
1630.25,2137,57,21-12-2017,WeareA2B,Touring,medium,large,1963,493 Buell Point,4500,QLD,8
471.6,2138,87,20-05-2017,Giant Bicycles,Standard,high,medium,1224,81 American Place,2259,NSW,6
1383.61,2139,4,14-01-2017,Solex,Standard,medium,medium,394,7343 Washington Road,2287,NSW,5
209.84,2140,15,19-04-2017,Norco Bicycles,Standard,low,medium,2961,8 Roxbury Way,3031,VIC,8
737.57,2141,79,05-01-2017,Norco Bicycles,Standard,medium,medium,516,1 Vidon Pass,2233,NSW,8
709.34,2142,25,03-03-2017,Giant Bicycles,Road,medium,medium,1239,560 Melody Alley,4122,QLD,7
459.46,2143,82,08-08-2017,Norco Bicycles,Standard,high,medium,677,5 Lyons Alley,2216,NSW,10
1230.27,2144,39,16-10-2017,Giant Bicycles,Standard,medium,large,3171,62 John Wall Lane,2326,NSW,1
179.44,2145,62,29-05-2017,Solex,Standard,medium,medium,1321,57384 Sycamore Park,4370,QLD,6
187.39,2146,8,01-04-2017,Solex,Road,medium,small,3096,3075 Victoria Drive,2290,NSW,7
771.12,2147,58,28-11-2017,OHM Cycles,Standard,medium,medium,2170,5 Muir Circle,2030,NSW,12
737.57,2148,79,10-05-2017,Norco Bicycles,Standard,medium,medium,2696,0 Little Fleur Avenue,4031,QLD,8
1544.61,2149,46,08-12-2017,OHM Cycles,Standard,low,medium,2361,89 Pawling Court,4020,QLD,7
72.6,2150,90,09-05-2017,Norco Bicycles,Standard,low,medium,1886,34 Arrowood Pass,2567,NSW,9
1295.43,2151,55,10-11-2017,Trek Bicycles,Road,medium,large,650,9892 Dennis Alley,2565,NSW,7
1069.55,2152,34,08-02-2017,WeareA2B,Standard,medium,medium,551,7901 Park Meadow Plaza,3076,VIC,7
751.02,2153,38,04-12-2017,Solex,Standard,medium,medium,2916,2 Blue Bill Park Lane,4220,QLD,8
502.47,2154,43,25-05-2017,Solex,Standard,medium,medium,2052,144 Parkside Parkway,4655,QLD,3
133.38,2155,49,17-11-2017,Trek Bicycles,Road,medium,medium,3155,5323 Chive Avenue,2486,NSW,7
217.51,2156,60,18-08-2017,Giant Bicycles,Standard,high,small,341,3 Lyons Road,2759,NSW,8
1612.25,2157,73,12-11-2017,Solex,Standard,medium,medium,1506,6 Canary Plaza,2223,NSW,8
409.86,2158,62,20-01-2017,Solex,Standard,high,medium,2049,0 Red Cloud Place,2217,NSW,8
737.17,2159,71,19-12-2017,Solex,Standard,high,large,2708,76 Aberg Hill,3028,VIC,6
144.26,2160,33,14-05-2017,Giant Bicycles,Standard,medium,small,1931,642 Anderson Circle,4132,QLD,5
143.36,2161,98,22-11-2017,Trek Bicycles,Standard,high,medium,2694,99565 Warrior Alley,4510,QLD,3
144.26,2162,7,19-06-2017,Giant Bicycles,Standard,medium,small,2250,9248 Ludington Circle,2714,NSW,1
57.73,2163,0,03-10-2017,Giant Bicycles,Standard,medium,medium,260,15 Straubel Way,4680,QLD,2
693.76,2164,53,12-05-2017,OHM Cycles,Standard,medium,medium,322,5 Schurz Place,4350,QLD,6
1055.82,2165,78,26-05-2017,Giant Bicycles,Standard,medium,large,2213,152 Larry Alley,2756,NSW,9
179.44,2166,0,30-03-2017,Solex,Standard,medium,medium,1528,28 Mcguire Junction,2171,NSW,10
356.5,2167,0,18-03-2017,Solex,Standard,medium,medium,2575,18 Towne Way,2171,NSW,9
195.34,2168,20,12-06-2017,Trek Bicycles,Standard,medium,small,3160,9890 Macpherson Drive,2224,NSW,10
751.02,2169,13,08-09-2017,Solex,Standard,medium,medium,2578,71725 Goodland Lane,4509,QLD,7
1592.19,2170,68,19-04-2017,OHM Cycles,Standard,medium,medium,3410,1351 Lunder Road,2049,NSW,10
1702.55,2171,3,11-05-2017,Trek Bicycles,Standard,medium,large,569,35631 Colorado Crossing,2630,NSW,2
139.23,2172,80,07-02-2017,OHM Cycles,Touring,low,medium,467,8 Dayton Park,2050,NSW,9
14.23,2173,61,21-06-2017,OHM Cycles,Standard,low,medium,1820,013 Armistice Street,2769,NSW,10
1230.27,2174,39,11-05-2017,Giant Bicycles,Standard,medium,large,2475,3 Talisman Place,4017,QLD,5
195.34,2175,20,31-01-2017,Trek Bicycles,Standard,medium,small,3436,34 Calypso Court,2153,NSW,10
445.21,2176,77,27-07-2017,Norco Bicycles,Road,medium,large,1492,4861 School Park,2290,NSW,3
903.11,2177,35,19-09-2017,Trek Bicycles,Standard,low,medium,1570,97910 Leroy Junction,2073,NSW,12
509.97,2178,11,10-10-2017,Giant Bicycles,Standard,high,medium,2900,0 Caliangt Pass,2530,NSW,7
1069.55,2179,12,24-03-2017,WeareA2B,Standard,medium,medium,1490,7 Delaware Hill,2320,NSW,6
502.47,2180,43,28-09-2017,Solex,Standard,medium,medium,3387,513 Hauk Street,2261,NSW,9
135.85,2181,29,27-02-2017,Norco Bicycles,Road,medium,medium,1347,9 Logan Drive,3620,VIC,2
309.81,2182,86,02-06-2017,Norco Bicycles,Road,high,large,1753,3483 Burrows Hill,2137,NSW,11
144.26,2183,33,18-10-2017,Giant Bicycles,Standard,medium,small,2340,29 Portage Street,4070,QLD,7
209.84,2184,15,16-01-2017,Norco Bicycles,Standard,low,medium,2222,9115 Mockingbird Crossing,2145,NSW,6
75.48,2185,0,21-08-2017,Trek Bicycles,Road,medium,medium,3013,399 Butterfield Crossing,4115,QLD,7
25.09,2186,0,11-12-2017,Solex,Standard,medium,medium,2955,7 Blue Bill Park Lane,2765,NSW,9
,2187,0,14-03-2017,,,,,1568,5 Manley Avenue,2122,NSW,11
182.81,2188,16,08-02-2017,Norco Bicycles,Standard,high,small,2756,244 Burrows Center,3088,VIC,9
57.73,2189,31,06-07-2017,Giant Bicycles,Standard,medium,medium,1670,59 Steensland Alley,2018,NSW,11
75.48,2190,84,14-12-2017,Trek Bicycles,Road,medium,medium,2732,5705 Spaight Place,3067,VIC,9
1702.55,2191,3,10-02-2017,Trek Bicycles,Standard,medium,large,2857,352 Roth Street,4300,QLD,6
17.87,2192,2,22-11-2017,Solex,Standard,medium,medium,3469,9 Maywood Point,4304,QLD,3
91.15,2193,6,08-08-2017,OHM Cycles,Standard,high,medium,742,1 Monica Street,2100,NSW,9
509.97,2194,11,28-11-2017,Giant Bicycles,Standard,high,medium,1049,79 Lighthouse Bay Lane,3082,VIC,8
17.87,2195,2,12-11-2017,Solex,Standard,medium,medium,471,663 Bellgrove Parkway,3812,VIC,8
50.66,2196,97,21-01-2017,Solex,Standard,medium,large,905,237 Summit Pass,4506,QLD,3
72.6,2197,90,12-01-2017,Norco Bicycles,Standard,low,medium,2763,5772 Ridgeway Place,3066,VIC,10
751.02,2198,38,06-11-2017,Solex,Standard,medium,medium,2768,9 Cascade Junction,2016,NSW,12
45.96,2199,0,11-02-2017,OHM Cycles,Standard,medium,medium,936,5 Reindahl Point,3400,VIC,2
690.49,2200,67,17-10-2017,Solex,Standard,medium,large,2216,43491 Jenifer Street,2750,NSW,7
827.16,2201,85,14-09-2017,WeareA2B,Standard,medium,medium,3016,7 Anzinger Drive,2745,NSW,10
199.1,2202,33,27-06-2017,OHM Cycles,Road,medium,small,1725,2 Mcguire Terrace,2323,NSW,7
437.46,2203,36,13-11-2017,Solex,Standard,low,medium,2703,4826 Crowley Park,2779,NSW,7
114.93,2204,19,26-10-2017,Trek Bicycles,Mountain,low,medium,985,9 Debs Trail,4500,QLD,4
75.75,2205,23,01-06-2017,Norco Bicycles,Mountain,low,small,1795,31186 Hoard Junction,2015,NSW,12
17.87,2206,2,14-10-2017,Solex,Standard,medium,medium,251,04 Fallview Trail,2749,NSW,8
1010.02,2207,75,14-05-2017,Giant Bicycles,Touring,medium,large,2768,9 Cascade Junction,2016,NSW,12
771.12,2208,58,16-06-2017,OHM Cycles,Standard,medium,medium,1535,2 Saint Paul Parkway,2040,NSW,12
445.21,2209,77,07-08-2017,Norco Bicycles,Road,medium,large,2379,5390 Park Meadow Park,2222,NSW,10
152.55,2210,14,06-07-2017,Trek Bicycles,Standard,medium,small,1643,78 Bultman Junction,2047,NSW,10
75.14,2211,9,10-08-2017,OHM Cycles,Road,medium,medium,2107,882 Merry Trail,4701,QLD,4
547.28,2212,85,11-10-2017,WeareA2B,Standard,medium,medium,1076,44 Ramsey Road,2515,NSW,9
72.6,2213,90,13-04-2017,Norco Bicycles,Standard,low,medium,1913,81856 Express Lane,2299,NSW,6
209.84,2214,15,21-07-2017,Norco Bicycles,Standard,low,medium,934,4 Eastlawn Crossing,2036,NSW,12
143.82,2215,22,14-12-2017,Solex,Standard,medium,medium,876,3 Glacier Hill Parkway,2196,NSW,10
1383.61,2216,63,29-07-2017,Solex,Standard,medium,medium,738,282 West Trail,4005,QLD,5
