Profit,Age,Customer ID-1,First Name,Last Name,Gender,Purchase History,Job Title,Industry,Customer Segment,Car,Tenure,Transaction ID,Product ID,Date,Online,Status,Brand,Product Line,Product Class,Size,List Price,Cost,Customer ID,Address,Postcode,State,Property Value
693.76,31,606,Filia,Rosson,Female,62,Chemical Engineer,Manufacturing,Mass Customer,Yes,2,649,53,01-11-2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,606,876 Ridgeview Circle,2566,NSW,8
1295.43,44,607,Adelaida,Redmond,Female,55,Dental Hygienist,Health,Mass Customer,No,15,14788,55,18-07-2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,607,00164 Canary Drive,2041,NSW,11
167.21,44,607,Adelaida,Redmond,Female,55,Dental Hygienist,Health,Mass Customer,No,15,13756,67,05-01-2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,607,00164 Canary Drive,2041,NSW,11
143.82,44,607,Adelaida,Redmond,Female,55,Dental Hygienist,Health,Mass Customer,No,15,13422,18,02-11-2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45,607,00164 Canary Drive,2041,NSW,11
1295.43,44,607,Adelaida,Redmond,Female,55,Dental Hygienist,Health,Mass Customer,No,15,12322,55,12-03-2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,607,00164 Canary Drive,2041,NSW,11
1230.3,44,607,Adelaida,Redmond,Female,55,Dental Hygienist,Health,Mass Customer,No,15,8724,26,12-01-2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,607,00164 Canary Drive,2041,NSW,11
1612.25,44,607,Adelaida,Redmond,Female,55,Dental Hygienist,Health,Mass Customer,No,15,7786,73,16-03-2017,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,607,00164 Canary Drive,2041,NSW,11
802.26,44,607,Adelaida,Redmond,Female,55,Dental Hygienist,Health,Mass Customer,No,15,7242,51,07-01-2017,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,607,00164 Canary Drive,2041,NSW,11
139.23,44,607,Adelaida,Redmond,Female,55,Dental Hygienist,Health,Mass Customer,No,15,6660,80,20-09-2017,False,Cancelled,OHM Cycles,Touring,low,medium,1073.07,933.84,607,00164 Canary Drive,2041,NSW,11
437.46,44,607,Adelaida,Redmond,Female,55,Dental Hygienist,Health,Mass Customer,No,15,6317,36,03-08-2017,False,Approved,Solex,Standard,low,medium,945.04,507.58,607,00164 Canary Drive,2041,NSW,11
14.23,44,607,Adelaida,Redmond,Female,55,Dental Hygienist,Health,Mass Customer,No,15,5417,61,06-04-2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,607,00164 Canary Drive,2041,NSW,11
574.62,40,608,Alisun,Heinecke,Female,55,Accounting Assistant I,Retail,High Net Worth,Yes,12,19963,66,22-09-2017,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,608,61 Talmadge Lane,4504,QLD,6
834.94,40,608,Alisun,Heinecke,Female,55,Accounting Assistant I,Retail,High Net Worth,Yes,12,19551,29,06-10-2017,True,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,608,61 Talmadge Lane,4504,QLD,6
72.6,40,608,Alisun,Heinecke,Female,55,Accounting Assistant I,Retail,High Net Worth,Yes,12,14868,0,03-02-2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,608,61 Talmadge Lane,4504,QLD,6
57.73,40,608,Alisun,Heinecke,Female,55,Accounting Assistant I,Retail,High Net Worth,Yes,12,8747,0,20-08-2017,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,608,61 Talmadge Lane,4504,QLD,6
129.01,40,608,Alisun,Heinecke,Female,55,Accounting Assistant I,Retail,High Net Worth,Yes,12,8534,76,09-04-2017,True,Approved,WeareA2B,Road,low,small,1172.78,1043.77,608,61 Talmadge Lane,4504,QLD,6
195.34,40,608,Alisun,Heinecke,Female,55,Accounting Assistant I,Retail,High Net Worth,Yes,12,4859,11,03-01-2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,608,61 Talmadge Lane,4504,QLD,6
802.26,40,608,Alisun,Heinecke,Female,55,Accounting Assistant I,Retail,High Net Worth,Yes,12,3612,25,13-06-2017,True,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,608,61 Talmadge Lane,4504,QLD,6
1383.61,40,608,Alisun,Heinecke,Female,55,Accounting Assistant I,Retail,High Net Worth,Yes,12,3294,4,14-07-2017,True,Approved,Solex,Standard,medium,medium,1483.2,99.59,608,61 Talmadge Lane,4504,QLD,6
75.75,20,609,Margalit,Dorwood,Female,32,Computer Systems Analyst II,Health,Mass Customer,No,1,18961,23,23-05-2017,False,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,609,55 Birchwood Alley,2176,NSW,9
709.34,20,609,Margalit,Dorwood,Female,32,Computer Systems Analyst II,Health,Mass Customer,No,1,6371,25,24-11-2017,False,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,609,55 Birchwood Alley,2176,NSW,9
104.24,20,609,Margalit,Dorwood,Female,32,Computer Systems Analyst II,Health,Mass Customer,No,1,6370,41,14-03-2017,True,Approved,Solex,Road,medium,medium,416.98,312.74,609,55 Birchwood Alley,2176,NSW,9
1279.4,20,609,Margalit,Dorwood,Female,32,Computer Systems Analyst II,Health,Mass Customer,No,1,4555,54,23-06-2017,True,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,609,55 Birchwood Alley,2176,NSW,9
299.27,62,610,Hyatt,Craine,Male,45,Help Desk Technician,Financial Services,Mass Customer,Yes,15,18498,30,06-11-2017,True,Approved,Solex,Standard,high,medium,748.17,448.9,610,3785 Dapin Drive,2036,NSW,6
167.21,62,610,Hyatt,Craine,Male,45,Help Desk Technician,Financial Services,Mass Customer,Yes,15,12010,67,06-05-2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,610,3785 Dapin Drive,2036,NSW,6
133.38,62,610,Hyatt,Craine,Male,45,Help Desk Technician,Financial Services,Mass Customer,Yes,15,11896,49,10-04-2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,610,3785 Dapin Drive,2036,NSW,6
114.93,62,610,Hyatt,Craine,Male,45,Help Desk Technician,Financial Services,Mass Customer,Yes,15,9918,5,15-03-2017,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,610,3785 Dapin Drive,2036,NSW,6
14.23,62,610,Hyatt,Craine,Male,45,Help Desk Technician,Financial Services,Mass Customer,Yes,15,8860,61,04-04-2017,True,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,610,3785 Dapin Drive,2036,NSW,6
309.81,62,610,Hyatt,Craine,Male,45,Help Desk Technician,Financial Services,Mass Customer,Yes,15,8787,34,14-11-2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,610,3785 Dapin Drive,2036,NSW,6
737.17,62,610,Hyatt,Craine,Male,45,Help Desk Technician,Financial Services,Mass Customer,Yes,15,7073,71,13-02-2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75,610,3785 Dapin Drive,2036,NSW,6
872.89,62,610,Hyatt,Craine,Male,45,Help Desk Technician,Financial Services,Mass Customer,Yes,15,6776,64,30-08-2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,610,3785 Dapin Drive,2036,NSW,6
751.02,62,610,Hyatt,Craine,Male,45,Help Desk Technician,Financial Services,Mass Customer,Yes,15,3111,38,16-05-2017,True,Approved,Solex,Standard,medium,medium,1577.53,826.51,610,3785 Dapin Drive,2036,NSW,6
872.89,34,611,Otto,Huriche,Male,58,Help Desk Technician,Manufacturing,Mass Customer,Yes,16,16813,64,27-12-2017,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,611,83 Ryan Hill,4551,QLD,8
195.34,34,611,Otto,Huriche,Male,58,Help Desk Technician,Manufacturing,Mass Customer,Yes,16,16561,20,27-07-2017,True,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,611,83 Ryan Hill,4551,QLD,8
195.34,34,611,Otto,Huriche,Male,58,Help Desk Technician,Manufacturing,Mass Customer,Yes,16,15776,20,11-09-2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,611,83 Ryan Hill,4551,QLD,8
574.62,34,611,Otto,Huriche,Male,58,Help Desk Technician,Manufacturing,Mass Customer,Yes,16,14663,13,13-02-2017,True,Approved,Solex,Standard,medium,medium,1163.89,589.27,611,83 Ryan Hill,4551,QLD,8
4.8,34,611,Otto,Huriche,Male,58,Help Desk Technician,Manufacturing,Mass Customer,Yes,16,6362,19,23-11-2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,611,83 Ryan Hill,4551,QLD,8
448.68,34,611,Otto,Huriche,Male,58,Help Desk Technician,Manufacturing,Mass Customer,Yes,16,6145,1,16-07-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,611,83 Ryan Hill,4551,QLD,8
471.6,34,611,Otto,Huriche,Male,58,Help Desk Technician,Manufacturing,Mass Customer,Yes,16,3917,87,23-04-2017,True,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,611,83 Ryan Hill,4551,QLD,8
737.17,34,611,Otto,Huriche,Male,58,Help Desk Technician,Manufacturing,Mass Customer,Yes,16,1956,71,29-03-2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75,611,83 Ryan Hill,4551,QLD,8
1408.91,58,612,Grange,Skillington,Male,50,GIS Technical Architect,Health,Mass Customer,No,14,13311,83,29-12-2017,True,Cancelled,Solex,Touring,medium,large,2083.94,675.03,612,679 Huxley Trail,2087,NSW,11
41.13,58,612,Grange,Skillington,Male,50,GIS Technical Architect,Health,Mass Customer,No,14,11161,95,01-04-2017,,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,612,679 Huxley Trail,2087,NSW,11
139.23,58,612,Grange,Skillington,Male,50,GIS Technical Architect,Health,Mass Customer,No,14,9433,80,16-07-2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,612,679 Huxley Trail,2087,NSW,11
327.98,58,612,Grange,Skillington,Male,50,GIS Technical Architect,Health,Mass Customer,No,14,5259,59,04-10-2017,True,Approved,Solex,Standard,medium,large,1061.56,733.58,612,679 Huxley Trail,2087,NSW,11
198.22,58,612,Grange,Skillington,Male,50,GIS Technical Architect,Health,Mass Customer,No,14,1774,69,09-06-2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,612,679 Huxley Trail,2087,NSW,11
114.93,31,613,Carolann,O'Hallagan,Female,4,Analyst Programmer,Property,High Net Worth,No,17,17069,19,01-09-2017,False,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,613,2 Hoffman Way,2212,NSW,9
827.16,31,613,Carolann,O'Hallagan,Female,4,Analyst Programmer,Property,High Net Worth,No,17,8780,85,27-12-2017,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,613,2 Hoffman Way,2212,NSW,9
91.15,31,613,Carolann,O'Hallagan,Female,4,Analyst Programmer,Property,High Net Worth,No,17,8736,0,31-10-2017,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,613,2 Hoffman Way,2212,NSW,9
583.27,31,613,Carolann,O'Hallagan,Female,4,Analyst Programmer,Property,High Net Worth,No,17,8704,93,16-04-2017,False,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,613,2 Hoffman Way,2212,NSW,9
299.27,31,613,Carolann,O'Hallagan,Female,4,Analyst Programmer,Property,High Net Worth,No,17,8609,6,04-12-2017,False,Approved,Solex,Standard,high,medium,748.17,448.9,613,2 Hoffman Way,2212,NSW,9
182.81,31,613,Carolann,O'Hallagan,Female,4,Analyst Programmer,Property,High Net Worth,No,17,1361,88,18-10-2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,613,2 Hoffman Way,2212,NSW,9
1069.55,25,614,Nonnah,Johns,Female,45,,Manufacturing,Mass Customer,Yes,11,17051,12,20-09-2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,614,786 Rowland Court,2035,NSW,11
834.94,25,614,Nonnah,Johns,Female,45,,Manufacturing,Mass Customer,Yes,11,11055,93,02-07-2017,False,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,614,786 Rowland Court,2035,NSW,11
827.16,25,614,Nonnah,Johns,Female,45,,Manufacturing,Mass Customer,Yes,11,10391,74,08-08-2017,False,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,614,786 Rowland Court,2035,NSW,11
771.12,25,614,Nonnah,Johns,Female,45,,Manufacturing,Mass Customer,Yes,11,8755,58,07-02-2017,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,614,786 Rowland Court,2035,NSW,11
1592.19,25,614,Nonnah,Johns,Female,45,,Manufacturing,Mass Customer,Yes,11,7840,68,09-07-2017,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,614,786 Rowland Court,2035,NSW,11
104.24,25,614,Nonnah,Johns,Female,45,,Manufacturing,Mass Customer,Yes,11,5359,41,12-12-2017,True,Approved,Solex,Road,medium,medium,416.98,312.74,614,786 Rowland Court,2035,NSW,11
745.94,25,614,Nonnah,Johns,Female,45,,Manufacturing,Mass Customer,Yes,11,5338,7,08-07-2017,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,614,786 Rowland Court,2035,NSW,11
64.51,25,614,Nonnah,Johns,Female,45,,Manufacturing,Mass Customer,Yes,11,2982,81,16-06-2017,False,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,614,786 Rowland Court,2035,NSW,11
110.81,25,614,Nonnah,Johns,Female,45,,Manufacturing,Mass Customer,Yes,11,2418,27,07-08-2017,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,614,786 Rowland Court,2035,NSW,11
1408.91,64,615,Rebeca,Martonfi,Female,93,Human Resources Assistant I,Property,Mass Customer,No,19,18439,83,09-03-2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03,615,375 Drewry Alley,4120,QLD,9
144.26,64,615,Rebeca,Martonfi,Female,93,Human Resources Assistant I,Property,Mass Customer,No,19,16467,33,05-06-2017,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,615,375 Drewry Alley,4120,QLD,9
437.46,64,615,Rebeca,Martonfi,Female,93,Human Resources Assistant I,Property,Mass Customer,No,19,12741,36,25-10-2017,True,Approved,Solex,Standard,low,medium,945.04,507.58,615,375 Drewry Alley,4120,QLD,9
1630.25,64,615,Rebeca,Martonfi,Female,93,Human Resources Assistant I,Property,Mass Customer,No,19,7274,57,18-11-2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,615,375 Drewry Alley,4120,QLD,9
104.24,25,616,Perl,Bysaker,Female,36,,Health,High Net Worth,No,6,15929,0,18-02-2017,False,Approved,Solex,Road,medium,medium,416.98,312.74,616,608 Basil Alley,2306,NSW,4
751.02,25,616,Perl,Bysaker,Female,36,,Health,High Net Worth,No,6,14861,13,19-02-2017,False,Approved,Solex,Standard,medium,medium,1577.53,826.51,616,608 Basil Alley,2306,NSW,4
641.64,25,616,Perl,Bysaker,Female,36,,Health,High Net Worth,No,6,11604,96,25-03-2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,616,608 Basil Alley,2306,NSW,4
199.1,25,616,Perl,Bysaker,Female,36,,Health,High Net Worth,No,6,1374,33,29-09-2017,True,Approved,OHM Cycles,Road,medium,small,1810,1610.9,616,608 Basil Alley,2306,NSW,4
143.82,60,617,Idell,Cole,Female,81,Director of Sales,Property,Mass Customer,No,15,19520,18,10-12-2017,False,Approved,Solex,Standard,medium,medium,575.27,431.45,617,9 Schmedeman Hill,4075,QLD,7
1702.55,60,617,Idell,Cole,Female,81,Director of Sales,Property,Mass Customer,No,15,18145,3,12-09-2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,617,9 Schmedeman Hill,4075,QLD,7
110.56,60,617,Idell,Cole,Female,81,Director of Sales,Property,Mass Customer,No,15,5911,86,02-09-2017,False,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,617,9 Schmedeman Hill,4075,QLD,7
356.5,60,617,Idell,Cole,Female,81,Director of Sales,Property,Mass Customer,No,15,2072,45,09-03-2017,False,Approved,Solex,Standard,medium,medium,441.49,84.99,617,9 Schmedeman Hill,4075,QLD,7
745.94,58,618,Lucho,Mitie,Male,17,Electrical Engineer,Manufacturing,Affluent Customer,Yes,18,12164,7,16-02-2017,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,618,95022 Roth Terrace,3975,VIC,7
456.45,58,618,Lucho,Mitie,Male,17,Electrical Engineer,Manufacturing,Affluent Customer,Yes,18,11525,99,25-02-2017,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,618,95022 Roth Terrace,3975,VIC,7
1592.19,43,619,Finn,Dahlman,Male,39,Speech Pathologist,Property,Mass Customer,No,20,19697,68,26-10-2017,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,619,66897 Pawling Circle,2066,NSW,9
133.78,43,619,Finn,Dahlman,Male,39,Speech Pathologist,Property,Mass Customer,No,20,13246,28,25-09-2017,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,619,66897 Pawling Circle,2066,NSW,9
431.33,43,619,Finn,Dahlman,Male,39,Speech Pathologist,Property,Mass Customer,No,20,12830,32,02-07-2017,True,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,619,66897 Pawling Circle,2066,NSW,9
309.81,43,619,Finn,Dahlman,Male,39,Speech Pathologist,Property,Mass Customer,No,20,12584,34,24-01-2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,619,66897 Pawling Circle,2066,NSW,9
64.930000000,43,619,Finn,Dahlman,Male,39,Speech Pathologist,Property,Mass Customer,No,20,9837,66,22-07-2017,True,Approved,Giant Bicycles,Road,low,small,590.26,525.33,619,66897 Pawling Circle,2066,NSW,9
693.76,43,619,Finn,Dahlman,Male,39,Speech Pathologist,Property,Mass Customer,No,20,9238,53,05-02-2017,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,619,66897 Pawling Circle,2066,NSW,9
152.55,43,619,Finn,Dahlman,Male,39,Speech Pathologist,Property,Mass Customer,No,20,9059,14,25-02-2017,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,619,66897 Pawling Circle,2066,NSW,9
690.49,47,620,Willy,Langley,Female,54,Financial Analyst,Financial Services,Mass Customer,Yes,5,18505,21,18-09-2017,True,Approved,Solex,Standard,medium,large,1071.23,380.74,620,1 Thackeray Crossing,4114,QLD,3
4.8,47,620,Willy,Langley,Female,54,Financial Analyst,Financial Services,Mass Customer,Yes,5,18254,19,18-04-2017,True,Approved,OHM Cycles,Road,high,large,12.01,7.21,620,1 Thackeray Crossing,4114,QLD,3
128.46,47,620,Willy,Langley,Female,54,Financial Analyst,Financial Services,Mass Customer,Yes,5,18107,76,23-07-2017,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85,620,1 Thackeray Crossing,4114,QLD,3
43.97,47,620,Willy,Langley,Female,54,Financial Analyst,Financial Services,Mass Customer,Yes,5,17078,50,08-08-2017,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,620,1 Thackeray Crossing,4114,QLD,3
745.94,47,620,Willy,Langley,Female,54,Financial Analyst,Financial Services,Mass Customer,Yes,5,14144,7,30-04-2017,False,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,620,1 Thackeray Crossing,4114,QLD,3
199.1,47,620,Willy,Langley,Female,54,Financial Analyst,Financial Services,Mass Customer,Yes,5,9536,42,15-06-2017,True,Approved,OHM Cycles,Road,medium,small,1810,1610.9,620,1 Thackeray Crossing,4114,QLD,3
57.73,47,620,Willy,Langley,Female,54,Financial Analyst,Financial Services,Mass Customer,Yes,5,4058,31,02-07-2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,620,1 Thackeray Crossing,4114,QLD,3
110.81,47,620,Willy,Langley,Female,54,Financial Analyst,Financial Services,Mass Customer,Yes,5,2366,27,23-07-2017,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,620,1 Thackeray Crossing,4114,QLD,3
574.62,56,621,Constantin,Giacobbo,Male,78,Systems Administrator III,n/a,High Net Worth,No,14,18459,66,03-09-2017,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,621,363 Schiller Court,2763,NSW,7
574.62,56,621,Constantin,Giacobbo,Male,78,Systems Administrator III,n/a,High Net Worth,No,14,13484,66,15-11-2017,False,Approved,Solex,Standard,medium,medium,1163.89,589.27,621,363 Schiller Court,2763,NSW,7
17.87,56,621,Constantin,Giacobbo,Male,78,Systems Administrator III,n/a,High Net Worth,No,14,9734,0,22-01-2017,True,Approved,Solex,Standard,medium,medium,71.49,53.62,621,363 Schiller Court,2763,NSW,7
41.13,56,621,Constantin,Giacobbo,Male,78,Systems Administrator III,n/a,High Net Worth,No,14,8989,0,26-06-2017,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,621,363 Schiller Court,2763,NSW,7
1028.76,56,621,Constantin,Giacobbo,Male,78,Systems Administrator III,n/a,High Net Worth,No,14,6958,54,15-07-2017,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,621,363 Schiller Court,2763,NSW,7
133.78,56,621,Constantin,Giacobbo,Male,78,Systems Administrator III,n/a,High Net Worth,No,14,6429,9,28-12-2017,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,621,363 Schiller Court,2763,NSW,7
1230.3,56,621,Constantin,Giacobbo,Male,78,Systems Administrator III,n/a,High Net Worth,No,14,2763,63,04-05-2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,621,363 Schiller Court,2763,NSW,7
1230.3,56,621,Constantin,Giacobbo,Male,78,Systems Administrator III,n/a,High Net Worth,No,14,1787,63,25-03-2017,False,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,621,363 Schiller Court,2763,NSW,7
1295.43,56,621,Constantin,Giacobbo,Male,78,Systems Administrator III,n/a,High Net Worth,No,14,218,40,21-04-2017,False,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,621,363 Schiller Court,2763,NSW,7
737.57,52,622,Arri,Lamden,Male,18,,Financial Services,Mass Customer,No,17,8888,79,08-04-2017,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,622,1923 Fisk Lane,4341,QLD,3
737.57,52,622,Arri,Lamden,Male,18,,Financial Services,Mass Customer,No,17,8796,79,15-03-2017,False,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,622,1923 Fisk Lane,4341,QLD,3
152.55,52,622,Arri,Lamden,Male,18,,Financial Services,Mass Customer,No,17,1997,14,19-02-2017,True,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,622,1923 Fisk Lane,4341,QLD,3
641.64,32,623,Hazel,Brokenshire,Male,52,Health Coach II,Property,High Net Worth,No,4,17385,96,13-05-2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,623,4 Loeprich Avenue,4022,QLD,3
812.44,32,623,Hazel,Brokenshire,Male,52,Health Coach II,Property,High Net Worth,No,4,11863,74,28-09-2017,False,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,623,4 Loeprich Avenue,4022,QLD,3
182.81,32,623,Hazel,Brokenshire,Male,52,Health Coach II,Property,High Net Worth,No,4,698,88,02-07-2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,623,4 Loeprich Avenue,4022,QLD,3
445.21,44,624,Winny,Girtin,Male,44,Research Assistant II,Manufacturing,Mass Customer,Yes,13,18101,77,29-07-2017,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,624,575 Prentice Road,2168,NSW,8
1612.25,44,624,Winny,Girtin,Male,44,Research Assistant II,Manufacturing,Mass Customer,Yes,13,8034,73,01-10-2017,False,Approved,Solex,Standard,medium,medium,1945.43,333.18,624,575 Prentice Road,2168,NSW,8
1295.43,44,624,Winny,Girtin,Male,44,Research Assistant II,Manufacturing,Mass Customer,Yes,13,290,55,05-04-2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,624,575 Prentice Road,2168,NSW,8
1305.25,46,625,Abra,Probets,Female,33,Assistant Media Planner,Entertainment,High Net Worth,Yes,7,18931,17,20-07-2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,625,8 Melrose Road,4116,QLD,7
64.51,46,625,Abra,Probets,Female,33,Assistant Media Planner,Entertainment,High Net Worth,Yes,7,18392,61,23-04-2017,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,625,8 Melrose Road,4116,QLD,7
133.78,46,625,Abra,Probets,Female,33,Assistant Media Planner,Entertainment,High Net Worth,Yes,7,14231,9,21-07-2017,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,625,8 Melrose Road,4116,QLD,7
471.6,46,625,Abra,Probets,Female,33,Assistant Media Planner,Entertainment,High Net Worth,Yes,7,11686,32,14-01-2017,True,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,625,8 Melrose Road,4116,QLD,7
309.81,46,625,Abra,Probets,Female,33,Assistant Media Planner,Entertainment,High Net Worth,Yes,7,8919,86,15-04-2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72,625,8 Melrose Road,4116,QLD,7
41.13,46,625,Abra,Probets,Female,33,Assistant Media Planner,Entertainment,High Net Worth,Yes,7,4164,0,14-12-2017,True,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,625,8 Melrose Road,4116,QLD,7
1544.61,28,626,Albrecht,Forty,Male,12,Geological Engineer,Manufacturing,Mass Customer,No,2,18874,37,15-09-2017,True,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,626,226 Rowland Street,4178,QLD,7
64.930000000,28,626,Albrecht,Forty,Male,12,Geological Engineer,Manufacturing,Mass Customer,No,2,17291,66,23-10-2017,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33,626,226 Rowland Street,4178,QLD,7
195.34,28,626,Albrecht,Forty,Male,12,Geological Engineer,Manufacturing,Mass Customer,No,2,15128,20,09-02-2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,626,226 Rowland Street,4178,QLD,7
547.28,28,626,Albrecht,Forty,Male,12,Geological Engineer,Manufacturing,Mass Customer,No,2,13835,85,11-08-2017,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,626,226 Rowland Street,4178,QLD,7
456.45,28,626,Albrecht,Forty,Male,12,Geological Engineer,Manufacturing,Mass Customer,No,2,9681,99,06-02-2017,True,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,626,226 Rowland Street,4178,QLD,7
431.33,28,626,Albrecht,Forty,Male,12,Geological Engineer,Manufacturing,Mass Customer,No,2,7329,32,06-11-2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,626,226 Rowland Street,4178,QLD,7
43.97,28,626,Albrecht,Forty,Male,12,Geological Engineer,Manufacturing,Mass Customer,No,2,1969,50,15-04-2017,False,Approved,WeareA2B,Standard,medium,small,175.89,131.92,626,226 Rowland Street,4178,QLD,7
139.23,28,626,Albrecht,Forty,Male,12,Geological Engineer,Manufacturing,Mass Customer,No,2,1543,80,18-01-2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,626,226 Rowland Street,4178,QLD,7
14.23,28,626,Albrecht,Forty,Male,12,Geological Engineer,Manufacturing,Mass Customer,No,2,678,61,06-08-2017,False,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,626,226 Rowland Street,4178,QLD,7
1702.55,50,627,Shanta,Knill,Female,24,,n/a,High Net Worth,No,10,19650,38,18-05-2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,627,6 Springs Junction,4123,QLD,5
