Profit,Age,Customer ID,First Name,Last Name,Gender,Purchase History,Job Title,Industry,Customer Segment,Car,Tenure,Transaction ID,Product ID,Date,Online,Status,Brand,Product Line,Product Class,Size,List Price,Cost,F23,Address,Postcode,State,Property Value
64.93,22,331,Ford,Groucock,Male,87,Desktop Support Technician,Health,Mass Customer,Yes,3,2350,66,30-04-2017,TRUE,Approved,Giant Bicycles,Road,low,small,590.26,525.33,,042 Bunker Hill Avenue,2088,NSW,8
1230.27,22,331,Ford,Groucock,Male,87,Desktop Support Technician,Health,Mass Customer,Yes,3,2232,39,15-07-2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,,042 Bunker Hill Avenue,2088,NSW,8
41.13,42,332,Liza,Trouel,Female,23,Registered Nurse,Health,High Net Worth,No,14,19357,0,11-04-2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,,45793 Nancy Plaza,4226,QLD,8
198.22,42,332,Liza,Trouel,Female,23,Registered Nurse,Health,High Net Worth,No,14,9465,84,17-03-2017,FALSE,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,,45793 Nancy Plaza,4226,QLD,8
110.81,55,333,Debbi,Doohey,Female,25,Sales Associate,Financial Services,Affluent Customer,Yes,8,19979,27,08-12-2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,,314 Northland Plaza,4213,QLD,5
459.46,55,333,Debbi,Doohey,Female,25,Sales Associate,Financial Services,Affluent Customer,Yes,8,12699,82,26-06-2017,TRUE,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,,314 Northland Plaza,4213,QLD,5
812.44,55,333,Debbi,Doohey,Female,25,Sales Associate,Financial Services,Affluent Customer,Yes,8,5106,48,10-04-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,,314 Northland Plaza,4213,QLD,5
1069.55,55,333,Debbi,Doohey,Female,25,Sales Associate,Financial Services,Affluent Customer,Yes,8,3227,12,18-06-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,,314 Northland Plaza,4213,QLD,5
43.97,55,333,Debbi,Doohey,Female,25,Sales Associate,Financial Services,Affluent Customer,Yes,8,2224,50,12-01-2017,TRUE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,,314 Northland Plaza,4213,QLD,5
797.61,55,333,Debbi,Doohey,Female,25,Sales Associate,Financial Services,Affluent Customer,Yes,8,552,21,30-11-2017,TRUE,Approved,Solex,Standard,medium,large,1178.353,380.74,,314 Northland Plaza,4213,QLD,5
133.38,55,333,Debbi,Doohey,Female,25,Sales Associate,Financial Services,Affluent Customer,Yes,8,98,49,23-06-2017,,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,,314 Northland Plaza,4213,QLD,5
128.46,21,334,Fredi,Iannuzzelli,Female,71,Financial Advisor,Financial Services,Affluent Customer,Yes,3,19413,76,05-05-2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,,3093 Mockingbird Place,3356,VIC,2
227.26,21,334,Fredi,Iannuzzelli,Female,71,Financial Advisor,Financial Services,Affluent Customer,Yes,3,19043,62,26-06-2017,TRUE,Approved,Solex,Standard,medium,medium,525.976,298.72,,3093 Mockingbird Place,3356,VIC,2
817.36,21,334,Fredi,Iannuzzelli,Female,71,Financial Advisor,Financial Services,Affluent Customer,Yes,3,17605,88,02-08-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,,3093 Mockingbird Place,3356,VIC,2
709.34,21,334,Fredi,Iannuzzelli,Female,71,Financial Advisor,Financial Services,Affluent Customer,Yes,3,13860,25,22-07-2017,TRUE,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,,3093 Mockingbird Place,3356,VIC,2
217.51,21,334,Fredi,Iannuzzelli,Female,71,Financial Advisor,Financial Services,Affluent Customer,Yes,3,7153,60,24-07-2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,,3093 Mockingbird Place,3356,VIC,2
75.48,21,334,Fredi,Iannuzzelli,Female,71,Financial Advisor,Financial Services,Affluent Customer,Yes,3,5654,84,04-11-2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,,3093 Mockingbird Place,3356,VIC,2
129.01,37,335,Debee,Martynov,Female,20,Senior Editor,,Affluent Customer,No,8,15635,96,06-12-2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,,82 Mcbride Trail,3223,VIC,6
434.14,37,335,Debee,Martynov,Female,20,Senior Editor,,Affluent Customer,No,8,6320,59,20-01-2017,TRUE,Approved,Solex,Standard,medium,large,1167.716,733.58,,82 Mcbride Trail,3223,VIC,6
90.10,40,336,Georgiana,Wallington,Female,91,,Manufacturing,High Net Worth,No,3,19655,0,09-04-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,,24044 Bonner Hill,3032,VIC,8
1544.61,40,336,Georgiana,Wallington,Female,91,,Manufacturing,High Net Worth,No,3,11406,46,07-07-2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,,24044 Bonner Hill,3032,VIC,8
75.48,40,336,Georgiana,Wallington,Female,91,,Manufacturing,High Net Worth,No,3,10987,0,27-03-2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,,24044 Bonner Hill,3032,VIC,8
830.24,40,336,Georgiana,Wallington,Female,91,,Manufacturing,High Net Worth,No,3,3097,70,01-09-2017,FALSE,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,,24044 Bonner Hill,3032,VIC,8
57.73,40,336,Georgiana,Wallington,Female,91,,Manufacturing,High Net Worth,No,3,2676,0,09-10-2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,,24044 Bonner Hill,3032,VIC,8
1702.55,41,337,Shaylah,Urquhart,Female,67,Statistician IV,Argiculture,High Net Worth,Yes,12,13866,38,23-11-2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,,1 Rowland Circle,3105,VIC,10
745.94,41,337,Shaylah,Urquhart,Female,67,Statistician IV,Argiculture,High Net Worth,Yes,12,13589,45,21-02-2017,FALSE,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,,1 Rowland Circle,3105,VIC,10
25.02,41,337,Shaylah,Urquhart,Female,67,Statistician IV,Argiculture,High Net Worth,Yes,12,13043,0,17-10-2017,FALSE,Approved,Solex,Standard,medium,medium,78.639,53.62,,1 Rowland Circle,3105,VIC,10
531.96,41,337,Shaylah,Urquhart,Female,67,Statistician IV,Argiculture,High Net Worth,Yes,12,9919,90,25-10-2017,FALSE,Approved,Solex,Standard,low,medium,1039.544,507.58,,1 Rowland Circle,3105,VIC,10
512.33,41,337,Shaylah,Urquhart,Female,67,Statistician IV,Argiculture,High Net Worth,Yes,12,1935,62,02-05-2017,TRUE,Approved,Solex,Standard,high,medium,1127.126,614.8,,1 Rowland Circle,3105,VIC,10
75.14,41,337,Shaylah,Urquhart,Female,67,Statistician IV,Argiculture,High Net Worth,Yes,12,1505,97,18-01-2017,FALSE,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,,1 Rowland Circle,3105,VIC,10
152.55,62,338,Hilliary,Littrell,Female,33,,Health,Mass Customer,No,19,19417,14,11-08-2017,TRUE,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,,7 Arapahoe Pass,3101,VIC,12
129.01,62,338,Hilliary,Littrell,Female,33,,Health,Mass Customer,No,19,18355,96,07-03-2017,TRUE,Approved,WeareA2B,Road,low,small,1172.78,1043.77,,7 Arapahoe Pass,3101,VIC,12
189.28,62,338,Hilliary,Littrell,Female,33,,Health,Mass Customer,No,19,17954,47,07-07-2017,TRUE,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,,7 Arapahoe Pass,3101,VIC,12
1103.43,62,338,Hilliary,Littrell,Female,33,,Health,Mass Customer,No,19,9651,10,17-06-2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,,7 Arapahoe Pass,3101,VIC,12
450.77,62,338,Hilliary,Littrell,Female,33,,Health,Mass Customer,No,19,8815,52,20-12-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,,7 Arapahoe Pass,3101,VIC,12
139.23,62,338,Hilliary,Littrell,Female,33,,Health,Mass Customer,No,19,4579,80,31-05-2017,TRUE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,,7 Arapahoe Pass,3101,VIC,12
227.26,62,338,Hilliary,Littrell,Female,33,,Health,Mass Customer,No,19,1926,62,29-06-2017,TRUE,Approved,Solex,Standard,medium,medium,525.976,298.72,,7 Arapahoe Pass,3101,VIC,12
827.16,40,339,Nanny,Casero,Female,56,Human Resources Manager,Health,Mass Customer,No,12,15676,74,30-07-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,,7905 Spaight Alley,2763,NSW,8
1806.79,40,339,Nanny,Casero,Female,56,Human Resources Manager,Health,Mass Customer,No,12,13265,73,05-07-2017,TRUE,Approved,Solex,Standard,medium,medium,2139.973,333.18,,7905 Spaight Alley,2763,NSW,8
1544.61,40,339,Nanny,Casero,Female,56,Human Resources Manager,Health,Mass Customer,No,12,3543,37,22-08-2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,,7905 Spaight Alley,2763,NSW,8
209.84,40,339,Nanny,Casero,Female,56,Human Resources Manager,Health,Mass Customer,No,12,3127,15,10-04-2017,TRUE,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,,7905 Spaight Alley,2763,NSW,8
133.38,40,339,Nanny,Casero,Female,56,Human Resources Manager,Health,Mass Customer,No,12,1517,49,02-11-2017,TRUE,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,,7905 Spaight Alley,2763,NSW,8
57.73,47,340,Joshuah,Purvey,Male,39,,Argiculture,Mass Customer,Yes,17,18366,31,05-10-2017,FALSE,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,,8 Grayhawk Circle,2089,NSW,10
812.44,47,340,Joshuah,Purvey,Male,39,,Argiculture,Mass Customer,Yes,17,17856,48,13-06-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,,8 Grayhawk Circle,2089,NSW,10
1010.02,47,340,Joshuah,Purvey,Male,39,,Argiculture,Mass Customer,Yes,17,17400,75,04-02-2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,,8 Grayhawk Circle,2089,NSW,10
357.74,47,340,Joshuah,Purvey,Male,39,,Argiculture,Mass Customer,Yes,17,17346,8,16-09-2017,FALSE,Approved,Solex,Road,medium,small,1873.872,1516.13,,8 Grayhawk Circle,2089,NSW,10
72.60,47,340,Joshuah,Purvey,Male,39,,Argiculture,Mass Customer,Yes,17,13868,90,10-05-2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,,8 Grayhawk Circle,2089,NSW,10
450.77,47,340,Joshuah,Purvey,Male,39,,Argiculture,Mass Customer,Yes,17,8209,52,02-01-2017,FALSE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,,8 Grayhawk Circle,2089,NSW,10
75.48,47,340,Joshuah,Purvey,Male,39,,Argiculture,Mass Customer,Yes,17,4779,84,30-11-2017,FALSE,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,,8 Grayhawk Circle,2089,NSW,10
114.93,47,340,Joshuah,Purvey,Male,39,,Argiculture,Mass Customer,Yes,17,3281,5,22-05-2017,TRUE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,,8 Grayhawk Circle,2089,NSW,10
737.57,44,341,Jeremiah,Wasling,Male,10,GIS Technical Architect,Financial Services,Mass Customer,No,5,14327,79,05-01-2017,FALSE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,,3 Lyons Road,2759,NSW,8
217.51,44,341,Jeremiah,Wasling,Male,10,GIS Technical Architect,Financial Services,Mass Customer,No,5,2156,60,18-08-2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,,3 Lyons Road,2759,NSW,8
41.13,33,342,Winslow,Hammant,Male,40,Programmer IV,Health,High Net Worth,No,2,17984,0,28-09-2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,,72419 Eagan Road,2040,NSW,10
374.09,33,342,Winslow,Hammant,Male,40,Programmer IV,Health,High Net Worth,No,2,17789,6,09-09-2017,FALSE,Approved,Solex,Standard,high,medium,822.987,448.9,,72419 Eagan Road,2040,NSW,10
198.29,33,342,Winslow,Hammant,Male,40,Programmer IV,Health,High Net Worth,No,2,5029,0,25-03-2017,,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,,72419 Eagan Road,2040,NSW,10
128.46,33,342,Winslow,Hammant,Male,40,Programmer IV,Health,High Net Worth,No,2,3028,91,04-07-2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,,72419 Eagan Road,2040,NSW,10
145.94,63,343,Nicole,Johananoff,Female,76,Recruiter,Property,Affluent Customer,No,13,17089,41,20-04-2017,TRUE,Approved,Solex,Road,medium,medium,458.678,312.74,,6860 Green Ridge Avenue,2126,NSW,11
1010.02,63,343,Nicole,Johananoff,Female,76,Recruiter,Property,Affluent Customer,No,13,14100,75,24-03-2017,FALSE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,,6860 Green Ridge Avenue,2126,NSW,11
41.13,63,343,Nicole,Johananoff,Female,76,Recruiter,Property,Affluent Customer,No,13,12501,95,08-04-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,,6860 Green Ridge Avenue,2126,NSW,11
812.44,63,343,Nicole,Johananoff,Female,76,Recruiter,Property,Affluent Customer,No,13,8624,48,03-04-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,,6860 Green Ridge Avenue,2126,NSW,11
1806.79,63,343,Nicole,Johananoff,Female,76,Recruiter,Property,Affluent Customer,No,13,7716,73,23-01-2017,TRUE,Approved,Solex,Standard,medium,medium,2139.973,333.18,,6860 Green Ridge Avenue,2126,NSW,11
217.51,63,343,Nicole,Johananoff,Female,76,Recruiter,Property,Affluent Customer,No,13,6338,60,19-08-2017,TRUE,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,,6860 Green Ridge Avenue,2126,NSW,11
43.97,63,343,Nicole,Johananoff,Female,76,Recruiter,Property,Affluent Customer,No,13,4026,50,15-02-2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,,6860 Green Ridge Avenue,2126,NSW,11
1279.40,63,343,Nicole,Johananoff,Female,76,Recruiter,Property,Affluent Customer,No,13,3895,54,18-09-2017,FALSE,Cancelled,WeareA2B,Standard,medium,medium,1292.84,13.44,,6860 Green Ridge Avenue,2126,NSW,11
72.60,63,343,Nicole,Johananoff,Female,76,Recruiter,Property,Affluent Customer,No,13,1213,90,27-05-2017,FALSE,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,,6860 Green Ridge Avenue,2126,NSW,11
15.08,47,344,Carlene,Eyckelbeck,Female,91,,,High Net Worth,Yes,4,16560,0,31-08-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,,85 Straubel Park,2147,NSW,9
1295.43,47,344,Carlene,Eyckelbeck,Female,91,,,High Net Worth,Yes,4,15292,40,01-05-2017,FALSE,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,,85 Straubel Park,2147,NSW,9
693.76,47,344,Carlene,Eyckelbeck,Female,91,,,High Net Worth,Yes,4,13398,98,20-08-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,,85 Straubel Park,2147,NSW,9
531.96,47,344,Carlene,Eyckelbeck,Female,91,,,High Net Worth,Yes,4,13100,90,12-02-2017,TRUE,Approved,Solex,Standard,low,medium,1039.544,507.58,,85 Straubel Park,2147,NSW,9
817.36,47,344,Carlene,Eyckelbeck,Female,91,,,High Net Worth,Yes,4,10551,23,20-11-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,,85 Straubel Park,2147,NSW,9
903.11,47,344,Carlene,Eyckelbeck,Female,91,,,High Net Worth,Yes,4,5164,27,22-12-2017,TRUE,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,,85 Straubel Park,2147,NSW,9
1544.61,47,344,Carlene,Eyckelbeck,Female,91,,,High Net Worth,Yes,4,5030,46,16-12-2017,TRUE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,,85 Straubel Park,2147,NSW,9
1592.19,47,344,Carlene,Eyckelbeck,Female,91,,,High Net Worth,Yes,4,2604,87,23-08-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,,85 Straubel Park,2147,NSW,9
802.26,47,344,Carlene,Eyckelbeck,Female,91,,,High Net Worth,Yes,4,473,25,11-11-2017,FALSE,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,,85 Straubel Park,2147,NSW,9
827.16,31,345,Tish,Oleksiak,Female,74,Senior Sales Associate,Health,High Net Worth,Yes,17,17445,85,06-03-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,,08 Ronald Regan Plaza,2251,NSW,9
25.02,31,345,Tish,Oleksiak,Female,74,Senior Sales Associate,Health,High Net Worth,Yes,17,9810,0,06-01-2017,FALSE,Approved,Solex,Standard,medium,medium,78.639,53.62,,08 Ronald Regan Plaza,2251,NSW,9
139.23,31,345,Tish,Oleksiak,Female,74,Senior Sales Associate,Health,High Net Worth,Yes,17,8621,95,11-12-2017,FALSE,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,,08 Ronald Regan Plaza,2251,NSW,9
110.81,31,345,Tish,Oleksiak,Female,74,Senior Sales Associate,Health,High Net Worth,Yes,17,8550,0,18-03-2017,TRUE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,,08 Ronald Regan Plaza,2251,NSW,9
908.77,31,345,Tish,Oleksiak,Female,74,Senior Sales Associate,Health,High Net Worth,Yes,17,7875,13,03-08-2017,FALSE,Approved,Solex,Standard,medium,medium,1735.283,826.51,,08 Ronald Regan Plaza,2251,NSW,9
1069.55,31,345,Tish,Oleksiak,Female,74,Senior Sales Associate,Health,High Net Worth,Yes,17,1510,34,29-04-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,,08 Ronald Regan Plaza,2251,NSW,9
1055.82,31,345,Tish,Oleksiak,Female,74,Senior Sales Associate,Health,High Net Worth,Yes,17,597,12,13-08-2017,FALSE,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,,08 Ronald Regan Plaza,2251,NSW,9
771.12,39,346,Timmie,Eisikowitz,Male,68,Financial Analyst,Financial Services,Mass Customer,No,3,17821,58,08-09-2017,TRUE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,,44621 Linden Drive,2155,NSW,10
1230.30,39,346,Timmie,Eisikowitz,Male,68,Financial Analyst,Financial Services,Mass Customer,No,3,17252,26,05-06-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,,44621 Linden Drive,2155,NSW,10
90.10,39,346,Timmie,Eisikowitz,Male,68,Financial Analyst,Financial Services,Mass Customer,No,3,16261,72,06-07-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,,44621 Linden Drive,2155,NSW,10
1279.40,39,346,Timmie,Eisikowitz,Male,68,Financial Analyst,Financial Services,Mass Customer,No,3,13184,54,22-05-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,,44621 Linden Drive,2155,NSW,10
1702.55,39,346,Timmie,Eisikowitz,Male,68,Financial Analyst,Financial Services,Mass Customer,No,3,10542,3,16-02-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,,44621 Linden Drive,2155,NSW,10
128.46,39,346,Timmie,Eisikowitz,Male,68,Financial Analyst,Financial Services,Mass Customer,No,3,8104,76,18-12-2017,FALSE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,,44621 Linden Drive,2155,NSW,10
400.65,39,346,Timmie,Eisikowitz,Male,68,Financial Analyst,Financial Services,Mass Customer,No,3,2596,45,18-06-2017,FALSE,Approved,Solex,Standard,medium,medium,485.639,84.99,,44621 Linden Drive,2155,NSW,10
771.12,39,346,Timmie,Eisikowitz,Male,68,Financial Analyst,Financial Services,Mass Customer,No,3,2500,58,22-01-2017,FALSE,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,,44621 Linden Drive,2155,NSW,10
91.15,39,346,Timmie,Eisikowitz,Male,68,Financial Analyst,Financial Services,Mass Customer,No,3,1240,6,26-04-2017,TRUE,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,,44621 Linden Drive,2155,NSW,10
1702.55,55,347,Berkly,Grishinov,Male,50,Marketing Manager,Financial Services,Mass Customer,No,9,18944,3,01-11-2017,TRUE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,,3 Moulton Lane,2153,NSW,9
812.44,55,347,Berkly,Grishinov,Male,50,Marketing Manager,Financial Services,Mass Customer,No,9,14314,48,11-05-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,,3 Moulton Lane,2153,NSW,9
1702.55,55,347,Berkly,Grishinov,Male,50,Marketing Manager,Financial Services,Mass Customer,No,9,14186,3,19-04-2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,,3 Moulton Lane,2153,NSW,9
1010.02,55,347,Berkly,Grishinov,Male,50,Marketing Manager,Financial Services,Mass Customer,No,9,11357,75,27-09-2017,TRUE,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,,3 Moulton Lane,2153,NSW,9
1544.61,55,347,Berkly,Grishinov,Male,50,Marketing Manager,Financial Services,Mass Customer,No,9,3193,37,02-08-2017,FALSE,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,,3 Moulton Lane,2153,NSW,9
1103.43,55,347,Berkly,Grishinov,Male,50,Marketing Manager,Financial Services,Mass Customer,No,9,2602,10,15-06-2017,FALSE,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,,3 Moulton Lane,2153,NSW,9
450.77,55,347,Berkly,Grishinov,Male,50,Marketing Manager,Financial Services,Mass Customer,No,9,1370,52,18-01-2017,TRUE,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,,3 Moulton Lane,2153,NSW,9
110.81,40,348,Gan,Devoy,Male,20,Assistant Professor,Retail,Mass Customer,Yes,9,19122,27,21-02-2017,FALSE,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,,7633 Mayer Plaza,2768,NSW,10
737.57,40,348,Gan,Devoy,Male,20,Assistant Professor,Retail,Mass Customer,Yes,9,11600,79,27-08-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,,7633 Mayer Plaza,2768,NSW,10
198.29,40,348,Gan,Devoy,Male,20,Assistant Professor,Retail,Mass Customer,Yes,9,9201,70,22-06-2017,FALSE,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,,7633 Mayer Plaza,2768,NSW,10
128.46,40,348,Gan,Devoy,Male,20,Assistant Professor,Retail,Mass Customer,Yes,9,5130,76,13-03-2017,TRUE,Approved,WeareA2B,Standard,low,medium,642.31,513.85,,7633 Mayer Plaza,2768,NSW,10
445.21,40,348,Gan,Devoy,Male,20,Assistant Professor,Retail,Mass Customer,Yes,9,2962,77,15-01-2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,,7633 Mayer Plaza,2768,NSW,10
451.65,40,348,Gan,Devoy,Male,20,Assistant Professor,Retail,Mass Customer,Yes,9,2006,4,15-01-2017,TRUE,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,,7633 Mayer Plaza,2768,NSW,10
921.46,39,349,Vinnie,Usherwood,Female,35,Computer Systems Analyst IV,Manufacturing,High Net Worth,No,4,16760,14,08-05-2017,FALSE,Approved,Solex,Standard,high,large,2027.212,1105.75,,98 Westerfield Trail,3127,VIC,11
114.93,39,349,Vinnie,Usherwood,Female,35,Computer Systems Analyst IV,Manufacturing,High Net Worth,No,4,8745,19,17-01-2017,FALSE,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,,98 Westerfield Trail,3127,VIC,11
15.08,39,349,Vinnie,Usherwood,Female,35,Computer Systems Analyst IV,Manufacturing,High Net Worth,No,4,7539,0,17-07-2017,FALSE,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,,98 Westerfield Trail,3127,VIC,11
737.57,39,349,Vinnie,Usherwood,Female,35,Computer Systems Analyst IV,Manufacturing,High Net Worth,No,4,5810,43,23-03-2017,TRUE,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,,98 Westerfield Trail,3127,VIC,11
64.51,39,349,Vinnie,Usherwood,Female,35,Computer Systems Analyst IV,Manufacturing,High Net Worth,No,4,1607,61,30-01-2017,FALSE,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,,98 Westerfield Trail,3127,VIC,11
155.65,43,350,Carmela,Jesper,Female,47,Clinical Specialist,Health,Mass Customer,Yes,9,12405,92,27-05-2017,TRUE,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,,1826 Hazelcrest Park,3087,VIC,9
43.97,43,350,Carmela,Jesper,Female,47,Clinical Specialist,Health,Mass Customer,Yes,9,9449,50,07-04-2017,FALSE,Approved,WeareA2B,Standard,medium,small,175.89,131.92,,1826 Hazelcrest Park,3087,VIC,9
70.92,43,350,Carmela,Jesper,Female,47,Clinical Specialist,Health,Mass Customer,Yes,9,4872,97,07-07-2017,FALSE,Approved,Solex,Standard,medium,large,222.882,151.96,,1826 Hazelcrest Park,3087,VIC,9
445.21,43,350,Carmela,Jesper,Female,47,Clinical Specialist,Health,Mass Customer,Yes,9,4357,77,27-08-2017,TRUE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,,1826 Hazelcrest Park,3087,VIC,9
227.26,43,350,Carmela,Jesper,Female,47,Clinical Specialist,Health,Mass Customer,Yes,9,3752,62,16-11-2017,FALSE,Approved,Solex,Standard,medium,medium,525.976,298.72,,1826 Hazelcrest Park,3087,VIC,9
133.78,43,350,Carmela,Jesper,Female,47,Clinical Specialist,Health,Mass Customer,Yes,9,3391,28,26-12-2017,TRUE,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,,1826 Hazelcrest Park,3087,VIC,9
512.33,21,351,Dev,Hafner,Male,69,Pharmacist,Health,Mass Customer,Yes,2,14911,17,20-10-2017,FALSE,Approved,Solex,Standard,high,medium,1127.126,614.8,,98 Sutteridge Point,3131,VIC,10
1028.76,21,351,Dev,Hafner,Male,69,Pharmacist,Health,Mass Customer,Yes,2,7383,65,19-12-2017,TRUE,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,,98 Sutteridge Point,3131,VIC,10
872.89,41,352,Orrin,Finding,Male,12,Sales Representative,Retail,Mass Customer,No,4,14129,64,09-06-2017,FALSE,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,,6 Sunbrook Center,4350,QLD,6
445.21,41,352,Orrin,Finding,Male,12,Sales Representative,Retail,Mass Customer,No,4,8605,77,05-12-2017,FALSE,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,,6 Sunbrook Center,4350,QLD,6
1230.27,41,352,Orrin,Finding,Male,12,Sales Representative,Retail,Mass Customer,No,4,5086,39,03-06-2017,TRUE,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,,6 Sunbrook Center,4350,QLD,6
921.46,41,352,Orrin,Finding,Male,12,Sales Representative,Retail,Mass Customer,No,4,726,71,25-01-2017,FALSE,Approved,Solex,Standard,high,large,2027.212,1105.75,,6 Sunbrook Center,4350,QLD,6
