Age,Customer ID,First Name,Last Name,Gender,Purchase History,Job Title,Industry,Customer Segment,Car,Tenure
24,933,Melany,L'oiseau,Female,75,Help Desk Operator,Retail,Mass Customer,Yes,5
24,934,Marcellus,Louisot,Male,76,Human Resources Manager,Manufacturing,Mass Customer,No,6
26,935,Aldin,Cracker,Male,76,Marketing Manager,n/a,Mass Customer,Yes,3
32,936,Raffaello,Godleman,Male,64,Speech Pathologist,Health,High Net Worth,No,3
35,937,Nikolos,McKyrrelly,Male,65,Human Resources Assistant IV,Manufacturing,Affluent Customer,No,15
24,938,Corabelle,,Female,18,Technical Writer,Retail,Mass Customer,No,7
59,939,Cristian,Theodoris,Male,53,Product Engineer,Manufacturing,Mass Customer,No,6
33,940,Marnia,Claesens,Female,3,Administrative Officer,Manufacturing,Mass Customer,No,9
25,941,Tye,Doohan,Male,13,Recruiting Manager,Financial Services,Affluent Customer,Yes,1
46,942,Shirley,Brook,Female,31,Director of Sales,Financial Services,Mass Customer,Yes,14
41,943,Holly,Gamett,Male,94,Legal Assistant,Property,Affluent Customer,Yes,15
44,944,Anderea,Dallewater,Female,53,,Manufacturing,Mass Customer,No,15
22,945,Hebert,Bernocchi,Male,59,Human Resources Manager,n/a,High Net Worth,Yes,1
59,946,Bettina,Farrer,Female,16,Research Associate,Manufacturing,High Net Worth,No,12
34,947,Hyacinth,Naldrett,Female,43,Pharmacist,Health,Mass Customer,No,10
51,948,Yardley,Argo,Male,19,Recruiting Manager,n/a,Affluent Customer,No,10
45,949,Jarid,Grebner,Male,18,Executive Secretary,Health,Mass Customer,Yes,3
21,951,Meryl,Dumbar,Male,44,Assistant Media Planner,Entertainment,Mass Customer,No,1
49,952,Marina,Andresen,Female,34,VP Sales,Financial Services,Affluent Customer,Yes,6
41,953,Jasmin,Brodeur,Female,16,,n/a,Mass Customer,No,7
25,954,Alain,Immins,Male,76,VP Quality Control,Manufacturing,Mass Customer,Yes,7
31,955,Teresina,Gibbie,Female,78,Research Nurse,Health,Mass Customer,Yes,9
60,956,Ezechiel,Pettecrew,Male,19,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,9
26,957,Jamima,Gannan,Female,80,Automation Specialist I,Manufacturing,Affluent Customer,Yes,7
56,958,Kristofor,Saulter,Male,15,Biostatistician IV,Health,High Net Worth,No,18
34,959,Katharina,Jennins,Female,3,Staff Scientist,n/a,Affluent Customer,Yes,21
52,960,Lannie,Crumley,Male,1,GIS Technical Architect,Health,Mass Customer,Yes,12
34,961,Rosamund,Shelton,Female,73,Assistant Manager,Financial Services,Mass Customer,No,6
43,962,Granger,Tuftin,Male,49,VP Product Management,n/a,High Net Worth,Yes,17
52,963,Valery,Haresign,Female,56,Budget/Accounting Analyst I,n/a,High Net Worth,Yes,16
26,964,Rhetta,Grellier,Female,35,Assistant Professor,Financial Services,High Net Worth,No,6
23,965,Meggie,Whitchurch,Female,86,Structural Engineer,Retail,High Net Worth,Yes,5
42,966,Krystyna,Linning,Female,70,Speech Pathologist,Retail,High Net Worth,Yes,5
21,967,April,Causon,Female,44,Sales Associate,Manufacturing,Affluent Customer,Yes,1
65,968,Wayne,Woodfin,Male,96,Accountant IV,IT,High Net Worth,Yes,16
42,969,Jo,Mallinar,Female,20,Health Coach IV,Health,High Net Worth,Yes,18
40,970,Kellyann,Hawton,Female,2,VP Accounting,Financial Services,High Net Worth,Yes,14
32,971,Sarge,Lerohan,Male,11,Geologist I,Manufacturing,High Net Worth,No,22
39,972,Dena,Crewdson,Female,81,Project Manager,Retail,Mass Customer,Yes,10
41,973,Annabella,Hebron,Female,46,Data Coordiator,Health,High Net Worth,No,15
29,974,Mellicent,Dollin,Female,92,Administrative Assistant IV,n/a,Mass Customer,Yes,4
49,976,Andonis,Slimmon,Male,10,Graphic Designer,Financial Services,Affluent Customer,No,10
61,977,Olga,Dyke,Female,65,Staff Accountant III,n/a,High Net Worth,Yes,13
38,978,Erena,Escalero,Female,40,Nurse Practicioner,n/a,High Net Worth,No,15
61,979,Kayla,Falkingham,Female,42,Budget/Accounting Analyst I,Manufacturing,High Net Worth,No,12
42,980,Max,Gronaver,Female,19,Registered Nurse,Health,Mass Customer,No,8
47,981,Bud,Smittoune,Male,0,,Retail,Mass Customer,No,11
60,982,Tibold,Bonwell,Male,14,Geologist III,Health,High Net Worth,Yes,6
66,984,Luciano,Weddup,Male,89,Programmer I,Manufacturing,Affluent Customer,No,16
50,985,Aryn,O'Halloran,Female,29,Help Desk Operator,Retail,High Net Worth,No,15
26,986,Barnard,Stranks,Male,3,Office Assistant I,Manufacturing,Mass Customer,Yes,8
46,987,Lars,Keher,Male,89,Senior Cost Accountant,Financial Services,Affluent Customer,Yes,11
39,988,Andree,Simonato,Female,35,Director of Sales,Manufacturing,High Net Worth,No,7
38,989,Caralie,Morfett,Female,43,Project Manager,Financial Services,Mass Customer,No,17
44,990,Melissa,Purple,Female,56,Administrative Officer,Manufacturing,Mass Customer,Yes,14
29,991,Lenna,Coales,Female,11,Financial Analyst,Financial Services,Mass Customer,Yes,10
62,992,Cordelia,Hawkeswood,Female,6,,Property,Mass Customer,Yes,8
43,993,Reine,Semken,Female,71,Account Coordinator,Argiculture,High Net Worth,No,17
43,994,Rhetta,Kupker,Female,62,Librarian,Entertainment,Affluent Customer,Yes,5
55,995,Urbano,Mews,Male,16,Information Systems Manager,Health,Mass Customer,Yes,19
39,997,Ambros,Kernes,Male,30,Teacher,Telecommunications,Mass Customer,Yes,13
55,998,Petunia,Dufton,Female,66,Speech Pathologist,Manufacturing,Affluent Customer,Yes,5
32,999,Dido,Leyburn,Female,12,Recruiting Manager,n/a,High Net Worth,No,4
42,1000,Paulie,Castelot,Female,44,Compensation Analyst,Financial Services,Mass Customer,No,11
41,1001,Finley,Vost,Male,63,Recruiter,Retail,Mass Customer,No,14
42,1002,Pacorro,De Clairmont,Male,65,Business Systems Development Analyst,n/a,Mass Customer,Yes,18
52,1003,Mariann,O'Geaney,Female,35,Paralegal,Financial Services,High Net Worth,No,18
45,1004,Colas,Pumfrett,Male,35,Business Systems Development Analyst,IT,High Net Worth,No,22
53,1005,Kalila,Birtwistle,Female,94,Design Engineer,IT,High Net Worth,Yes,8
43,1006,Norbert,Gotcher,Male,15,Quality Control Specialist,Telecommunications,Affluent Customer,Yes,19
24,1007,Cord,Warriner,Male,58,,Retail,Mass Customer,No,5
45,1008,Lorry,Booley,Female,47,Teacher,n/a,Mass Customer,No,21
63,1009,Nolie,Orring,Female,16,Research Associate,Manufacturing,High Net Worth,Yes,13
57,1010,Leighton,Ebbles,Male,24,Nurse,Financial Services,Affluent Customer,No,17
35,1011,Cymbre,Janos,Female,42,Occupational Therapist,Health,High Net Worth,Yes,10
65,1012,Anna-diane,Preddle,Female,20,Software Test Engineer III,n/a,High Net Worth,Yes,11
44,1013,Corissa,Zienkiewicz,Female,53,Physical Therapy Assistant,Retail,High Net Worth,No,17
60,1014,Miller,Faloon,Male,60,Senior Developer,Property,Mass Customer,Yes,8
65,1015,Toiboid,Sorrel,Male,7,Web Developer I,Health,Mass Customer,No,17
61,1016,Adrian,Prettyjohns,Male,0,Legal Assistant,IT,Mass Customer,Yes,17
41,1017,Jacquenette,Pluthero,Female,88,Assistant Media Planner,Entertainment,High Net Worth,No,16
26,1018,Matthiew,Ferreras,Male,1,Help Desk Operator,Manufacturing,Mass Customer,Yes,7
47,1019,Ignazio,Milby,Male,42,Human Resources Assistant II,Manufacturing,Mass Customer,Yes,14
45,1020,Natala,Thorndale,Female,29,,IT,Affluent Customer,No,13
43,1021,Elvis,Rixon,Male,16,Mechanical Systems Engineer,Retail,High Net Worth,No,7
30,1022,Suzann,Wilks,Female,56,Assistant Manager,Financial Services,Affluent Customer,Yes,14
29,1023,Iseabal,Fullbrook,Female,16,,Financial Services,Affluent Customer,Yes,6
28,1024,Rhodia,D'Onise,Female,17,Social Worker,Health,High Net Worth,Yes,2
23,1025,Ario,Jeromson,Male,69,Quality Engineer,IT,Mass Customer,Yes,5
26,1026,Vernon,Hakking,Male,66,,Financial Services,Affluent Customer,No,4
54,1027,Rolando,Sherewood,Male,33,Statistician I,Financial Services,Affluent Customer,No,18
21,1028,Thorn,Torfin,Male,10,Project Manager,n/a,High Net Worth,No,1
23,1029,Forbes,Londors,Male,71,VP Sales,n/a,Mass Customer,No,4
58,1030,Nariko,Dummigan,Female,9,Food Chemist,Health,Mass Customer,No,5
37,1031,Roi,Ogden,Male,75,Junior Executive,Manufacturing,Mass Customer,No,6
42,1032,Maribelle,Werndly,Female,36,Executive Secretary,n/a,Mass Customer,Yes,18
25,1033,Jacob,Claringbold,Male,70,,n/a,Affluent Customer,Yes,3
44,1034,Denney,Cretney,Male,16,,n/a,High Net Worth,Yes,3
44,1035,Kara-lynn,Doddridge,Female,77,Operator,Retail,Affluent Customer,Yes,5
51,1036,Randene,Ingle,Female,6,Paralegal,Financial Services,Mass Customer,Yes,12
64,1037,Sissie,Rielly,Female,95,Human Resources Assistant II,Financial Services,Mass Customer,No,10
45,1039,Nona,Diamant,Female,24,,n/a,High Net Worth,Yes,15
45,1040,Jacenta,Wedlock,Female,78,Food Chemist,Health,High Net Worth,No,9
61,1041,Free,Bonniface,Male,95,,Property,Affluent Customer,No,15
44,1042,Isacco,Woodwind,Male,0,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,11
34,1043,Giorgi,Hurford,Male,34,Sales Associate,Financial Services,Mass Customer,Yes,16
34,1045,Aeriel,Everest,Female,88,,Financial Services,Mass Customer,Yes,19
65,1046,Shir,Clevely,Female,0,Budget/Accounting Analyst II,n/a,Affluent Customer,No,11
42,1047,Standford,Tanswill,Male,39,VP Accounting,Financial Services,Affluent Customer,No,11
44,1048,Braden,Lamming,Male,99,Internal Auditor,n/a,Affluent Customer,No,15
24,1049,Fraser,Gaenor,Male,35,Software Consultant,Property,Mass Customer,No,2
47,1050,Marjie,Ghion,Female,7,Software Consultant,Telecommunications,Mass Customer,Yes,15
43,1051,Xylia,Lange,Female,34,Help Desk Technician,Property,High Net Worth,Yes,14
34,1052,Dela,Flannigan,Female,31,Junior Executive,Financial Services,High Net Worth,No,3
58,1053,Davon,Stanyland,Male,98,,Manufacturing,Mass Customer,Yes,8
37,1054,Natal,Matiewe,Male,27,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,13
32,1055,Danell,Rose,Female,30,Data Coordiator,Manufacturing,Mass Customer,No,12
54,1056,Kendricks,Markel,Male,96,Software Test Engineer IV,Manufacturing,Affluent Customer,No,6
51,1057,Laryssa,Durdle,Female,73,Registered Nurse,Health,Mass Customer,No,5
33,1058,Gretel,Gionettitti,Female,37,Research Assistant IV,Retail,Affluent Customer,Yes,4
52,1059,Chantal,Plante,Female,68,Account Representative III,Entertainment,High Net Worth,Yes,6
59,1060,Vanda,Boadby,Female,88,Associate Professor,Argiculture,Affluent Customer,Yes,13
32,1061,Anderson,,Male,34,Speech Pathologist,Financial Services,Mass Customer,No,19
45,1062,Tish,Mowett,Female,32,Junior Executive,n/a,Mass Customer,No,14
33,1063,Terrence,Geck,Male,22,Actuary,Financial Services,Affluent Customer,Yes,13
43,1064,Thornie,Andrusov,Male,3,Librarian,Entertainment,Affluent Customer,Yes,8
58,1065,Chilton,Ghirigori,Male,8,Quality Engineer,Financial Services,Mass Customer,Yes,8
25,1066,Hailey,Ricciardi,Male,45,Recruiter,Telecommunications,High Net Worth,No,12
55,1067,Berri,Cotillard,Female,13,Engineer IV,Financial Services,Mass Customer,Yes,13
25,1068,Frazer,Searston,Male,5,,Health,Mass Customer,Yes,3
44,1069,Reese,Titterington,Male,85,Web Designer I,Telecommunications,Mass Customer,No,15
25,1070,Albert,Gomery,Male,5,Account Representative IV,n/a,Mass Customer,No,1
34,1071,Chrisy,Miranda,Male,68,,Retail,High Net Worth,No,1
63,1072,Curt,Petrello,Male,60,Senior Cost Accountant,Financial Services,High Net Worth,Yes,8
40,1073,Elbertina,Donne,Female,77,Associate Professor,n/a,Affluent Customer,Yes,7
46,1074,Griswold,Juett,Male,43,Accounting Assistant IV,n/a,High Net Worth,Yes,18
53,1075,Cullin,Elcoate,Male,26,Administrative Officer,Manufacturing,High Net Worth,No,7
20,1076,Siegfried,Trattles,Male,33,Pharmacist,Health,Affluent Customer,No,2
65,1077,Sheba,Este,Female,8,,Telecommunications,Mass Customer,Yes,18
44,1078,Abe,Pilley,Male,69,Executive Secretary,Manufacturing,Mass Customer,No,20
42,1079,Dennie,L' Anglois,Male,70,Nurse Practicioner,Manufacturing,Mass Customer,No,18
21,1080,Monah,Talbot,Female,70,Speech Pathologist,Property,Mass Customer,Yes,2
35,1081,Marga,Cradduck,Female,25,Social Worker,Health,Mass Customer,No,16
24,1083,Chadd,Fowlds,Male,46,VP Product Management,n/a,Affluent Customer,No,1
26,1084,Serena,Jagson,Female,54,Accounting Assistant I,Retail,Affluent Customer,No,8
45,1085,Lucho,Strafen,Male,4,Internal Auditor,Health,Mass Customer,No,8
31,1086,Ezechiel,Parnall,Male,84,Statistician IV,Property,Mass Customer,Yes,4
41,1087,Lian,Madrell,Female,39,Financial Analyst,Financial Services,Mass Customer,Yes,8
31,1088,Andy,Polgreen,Female,19,Design Engineer,n/a,High Net Worth,Yes,3
32,1089,Korney,Hess,Female,90,Product Engineer,Property,Affluent Customer,No,12
45,1090,Lorettalorna,,Female,15,Computer Systems Analyst II,Telecommunications,Affluent Customer,No,17
40,1091,Keith,Housden,Male,19,,Health,Mass Customer,No,15
85,1092,Katlin,Creddon,Female,56,VP Quality Control,Retail,Mass Customer,No,5
24,1093,Clarita,Penright,Female,63,Business Systems Development Analyst,n/a,Affluent Customer,No,5
45,1094,Shaughn,Salters,Male,48,Dental Hygienist,Health,High Net Worth,No,19
62,1095,Emelda,Gerler,Female,2,Project Manager,Health,Mass Customer,No,6
51,1096,Jakie,Mungham,Male,33,Software Test Engineer I,Health,High Net Worth,No,14
52,1097,Gwenora,Grabbam,Female,71,Engineer II,Financial Services,Mass Customer,Yes,18
31,1098,Maure,Crow,Female,99,Administrative Assistant IV,Financial Services,Mass Customer,Yes,12
45,1099,Jarrett,Maffia,Male,12,Tax Accountant,Manufacturing,Affluent Customer,Yes,11
37,1100,Cord,Braundt,Male,59,Engineer I,Manufacturing,Mass Customer,No,15
52,1101,Haily,McWilliams,Female,76,Senior Editor,n/a,Mass Customer,No,15
44,1102,Stephana,Puzey,Female,16,Recruiting Manager,Manufacturing,Affluent Customer,No,15
42,1103,Glynnis,Sailor,Female,76,Financial Advisor,Financial Services,High Net Worth,Yes,20
61,1104,Jewelle,Pincott,Female,82,Programmer III,Retail,Mass Customer,No,8
30,1105,Sherman,McCusker,Male,39,General Manager,n/a,Mass Customer,No,18
58,1106,Sibyl,Bigmore,Female,2,Software Consultant,Retail,Mass Customer,No,15
46,1107,Maridel,Whitby,Female,70,Social Worker,Health,High Net Worth,No,18
58,1108,Ginnie,Farriar,Female,86,Dental Hygienist,Health,Mass Customer,No,17
31,1109,Nestor,Billingsley,Male,21,Web Developer II,Entertainment,High Net Worth,No,6
29,1110,Lazar,Cherryman,Male,73,Information Systems Manager,Retail,High Net Worth,No,12
60,1111,Zach,Maynard,Male,96,Director of Sales,n/a,High Net Worth,Yes,18
39,1112,Jarrett,Chiplin,Male,25,,n/a,Mass Customer,Yes,13
28,1113,Dorie,Willock,Male,45,Recruiter,Property,Mass Customer,No,6
44,1114,Evonne,Southan,Female,96,Structural Engineer,Retail,Mass Customer,No,14
50,1115,Merola,Stutard,Female,33,Account Coordinator,n/a,High Net Worth,Yes,17
46,1116,Tori,Coche,Female,59,Assistant Manager,Health,Mass Customer,Yes,16
45,1117,Georgena,Guilaem,Female,83,Quality Engineer,n/a,Affluent Customer,No,14
45,1118,Colline,Coulman,Female,95,Sales Representative,Retail,Mass Customer,Yes,9
44,1119,Lemmy,Bennit,Male,43,,Entertainment,Mass Customer,Yes,19
40,1120,Jacquelyn,Rowlinson,Female,87,Web Developer IV,Retail,Affluent Customer,No,12
36,1121,Dione,Raithby,Female,30,Registered Nurse,Health,Mass Customer,Yes,3
35,1122,Gerladina,Carney,Female,59,,n/a,Mass Customer,No,11
58,1123,Dominick,Downey,Male,50,,Property,Mass Customer,No,13
55,1124,Eben,Threader,Male,36,Health Coach III,Health,Affluent Customer,Yes,9
30,1125,Raff,Everley,Male,25,Software Test Engineer III,IT,Affluent Customer,No,9
47,1126,Atlante,Sonley,Female,77,Executive Secretary,n/a,Mass Customer,No,14
29,1127,Elly,Ormshaw,Female,30,Physical Therapy Assistant,Financial Services,Mass Customer,No,8
28,1128,Kirsten,Longman,Female,47,Financial Advisor,Financial Services,Mass Customer,Yes,8
43,1129,Hercule,,Male,2,VP Marketing,Entertainment,Mass Customer,Yes,9
56,1130,Juli,Prine,Female,90,Sales Associate,n/a,Mass Customer,No,16
64,1131,Sigmund,Barkworth,Male,16,VP Marketing,n/a,Mass Customer,No,15
35,1132,Coriss,Darkott,Female,99,Actuary,Financial Services,Affluent Customer,Yes,9
52,1133,Forrester,McFetridge,Male,88,,Manufacturing,Affluent Customer,No,6
26,1134,Sullivan,Scullion,Male,22,Administrative Assistant IV,Financial Services,Affluent Customer,No,3
40,1135,Mireielle,Avrasin,Female,60,Software Engineer IV,Financial Services,Mass Customer,Yes,11
43,1136,Ivan,Blackhall,Male,72,Executive Secretary,Property,High Net Worth,No,7
43,1137,Jermayne,Hryniewicki,Male,46,Business Systems Development Analyst,n/a,Mass Customer,No,18
29,1138,Elli,Loxdale,Female,77,Statistician I,Retail,Mass Customer,Yes,5
38,1139,Shellysheldon,Wickey,Male,52,Editor,Manufacturing,Mass Customer,Yes,16
34,1140,Deana,Rathbourne,Female,32,Executive Secretary,n/a,Mass Customer,Yes,13
39,1141,Shannah,Gritsaev,Female,70,,Financial Services,High Net Worth,Yes,4
22,1142,Michal,Paiton,Male,95,Desktop Support Technician,Telecommunications,Mass Customer,No,2
65,1143,Goraud,Boissieux,Male,64,Office Assistant IV,Health,Mass Customer,Yes,6
24,1144,Damon,Phelip,Male,73,Environmental Specialist,Health,High Net Worth,Yes,5
55,1145,Korella,Begin,Female,80,,Property,Mass Customer,Yes,14
28,1146,Hadleigh,Birley,Male,88,Assistant Professor,Financial Services,High Net Worth,No,8
52,1147,Tate,Studholme,Male,71,Health Coach II,Entertainment,High Net Worth,Yes,9
33,1148,Inigo,Ojeda,Male,60,Statistician IV,Financial Services,High Net Worth,No,5
53,1149,Ki,Odo,Female,29,Developer III,n/a,Affluent Customer,Yes,14
45,1150,Bernelle,Warwick,Female,64,Information Systems Manager,Financial Services,Mass Customer,Yes,13
55,1151,Brena,Amburgy,Female,27,VP Product Management,Argiculture,High Net Worth,Yes,19
22,1152,Humfrid,Ducket,Male,47,Business Systems Development Analyst,Financial Services,Mass Customer,Yes,3
25,1153,Mirilla,Lothlorien,Female,53,Desktop Support Technician,Health,Mass Customer,Yes,3
46,1154,Chase,Youd,Male,26,Research Nurse,Health,Mass Customer,Yes,20
26,1155,Janetta,Hartrick,Female,73,VP Marketing,Property,Mass Customer,Yes,9
23,1156,Breena,Risebrow,Female,22,Marketing Assistant,Argiculture,Mass Customer,Yes,1
46,1157,Saunder,Camerati,Male,69,Research Nurse,Health,Affluent Customer,Yes,17
35,1158,Butch,Geertje,Male,85,Senior Quality Engineer,n/a,Mass Customer,Yes,19
27,1159,Elbert,Bridgement,Male,94,Librarian,Entertainment,Mass Customer,No,1
55,1160,Trisha,Nisuis,Female,98,Speech Pathologist,IT,Affluent Customer,No,10
43,1161,Sibylle,Cutsforth,Female,86,Senior Quality Engineer,Retail,Mass Customer,No,15
30,1162,Ambrose,Raiston,Male,29,Marketing Assistant,n/a,Mass Customer,Yes,7
39,1163,Manolo,Dwire,Male,77,Cost Accountant,Financial Services,High Net Worth,Yes,8
43,1164,Gilligan,Mowat,Female,97,Food Chemist,Health,Mass Customer,Yes,17
27,1165,Fanni,Wakelin,Female,58,Administrative Assistant IV,Financial Services,High Net Worth,No,2
48,1166,Fannie,Devil,Female,40,Quality Control Specialist,Health,Affluent Customer,No,8
24,1167,Elberta,Crickett,Female,20,Software Test Engineer III,Health,Mass Customer,No,4
55,1168,Iosep,Shaddick,Male,44,Pharmacist,Health,Affluent Customer,No,18
53,1169,Kessiah,Corden,Female,33,Actuary,Financial Services,Mass Customer,Yes,13
56,1170,Lari,Rotte,Female,62,Assistant Professor,IT,Mass Customer,Yes,4
49,1171,Ilise,Solloway,Female,32,Human Resources Manager,n/a,Affluent Customer,Yes,8
46,1172,Smith,Babbs,Male,48,Recruiter,n/a,Mass Customer,Yes,17
42,1173,Gertie,Chaim,Female,58,Statistician IV,Retail,High Net Worth,No,16
35,1175,Paige,Hodgin,Male,8,Human Resources Manager,n/a,Mass Customer,No,8
44,1176,Celia,Dockerty,Female,7,Software Engineer IV,n/a,Affluent Customer,Yes,7
67,1177,Bobbette,Pozzi,Female,47,Food Chemist,Health,Affluent Customer,Yes,6
50,1178,Angelo,Byne,Male,1,Pharmacist,Health,Mass Customer,No,13
32,1179,Kerry,Pashenkov,Male,56,Media Manager IV,Financial Services,High Net Worth,Yes,13
45,1180,Gaye,Quickenden,Female,48,Account Representative I,Financial Services,Affluent Customer,No,10
42,1181,Brita,Plant,Female,2,Tax Accountant,Argiculture,Mass Customer,No,8
45,1182,Carolann,Ottiwill,Female,84,Data Coordiator,IT,Mass Customer,Yes,7
62,1183,Joe,Shalliker,Male,50,Media Manager II,n/a,Affluent Customer,No,6
52,1184,Auberta,Teodori,Female,89,Social Worker,Health,Mass Customer,No,13
20,1185,Xena,Rossbrooke,Female,17,VP Product Management,n/a,Mass Customer,Yes,2
43,1186,Brantley,Cecchi,Male,70,Help Desk Operator,Manufacturing,Affluent Customer,Yes,20
22,1187,Antonino,Hogben,Male,65,,Financial Services,Mass Customer,No,1
36,1188,Sally,Cominoli,Female,14,Statistician IV,n/a,Affluent Customer,Yes,4
32,1189,Mart,Bazoche,Male,22,Geologist I,Health,High Net Worth,Yes,8
52,1190,Sib,Gilby,Female,67,Assistant Professor,Financial Services,Affluent Customer,Yes,10
24,1191,Merrielle,Vegas,Female,20,Director of Sales,n/a,Mass Customer,Yes,1
51,1192,Hollyanne,McCarter,Female,31,VP Quality Control,Manufacturing,Mass Customer,No,16
34,1193,Quintus,Whear,Male,58,Safety Technician I,Retail,High Net Worth,No,5
28,1194,Audry,Scurrey,Female,69,Junior Executive,Telecommunications,Affluent Customer,No,3
42,1195,Ally,Folliott,Female,0,VP Marketing,Telecommunications,Mass Customer,No,18
22,1196,Phillie,Bradforth,Female,23,Research Nurse,Health,Mass Customer,No,2
23,1197,Isobel,Lampett,Female,44,Professor,Financial Services,High Net Worth,Yes,5
47,1198,Alina,Rickson,Female,73,Sales Representative,Retail,High Net Worth,No,7
62,1199,Ludovico,Bertot,Male,7,VP Accounting,Financial Services,Affluent Customer,Yes,5
46,1200,Hedda,Lathom,Female,38,Librarian,Entertainment,High Net Worth,No,18
65,1201,Stephani,Mellhuish,Female,42,,Manufacturing,Mass Customer,No,10
28,1202,Rollie,,Male,90,Sales Representative,Retail,Mass Customer,Yes,8
32,1203,Claresta,Carnier,Female,38,Technical Writer,Health,Affluent Customer,No,22
49,1204,Trudy,Huffy,Female,12,Senior Developer,Manufacturing,Affluent Customer,Yes,16
42,1205,Barton,Baudts,Male,38,Business Systems Development Analyst,Manufacturing,Affluent Customer,No,13
42,1206,Lucina,Metcalf,Female,13,Paralegal,Financial Services,Mass Customer,No,13
23,1207,Mabel,Marousek,Female,30,Engineer IV,Health,Mass Customer,No,1
37,1208,Lira,Durn,Female,23,Budget/Accounting Analyst IV,Financial Services,Mass Customer,No,15
43,1209,Jacky,Jerosch,Male,40,Senior Developer,Property,High Net Worth,Yes,11
42,1211,Gunar,Petasch,Male,45,VP Sales,Financial Services,Affluent Customer,Yes,14
52,1212,Cindy,Freeborn,Female,28,Legal Assistant,Property,Affluent Customer,No,13
47,1213,Matthieu,Schruur,Male,80,Accounting Assistant II,n/a,High Net Worth,No,15
31,1214,Martino,Shalcros,Male,0,Internal Auditor,Property,High Net Worth,No,15
53,1215,Dyann,Turbard,Female,79,VP Quality Control,Manufacturing,Mass Customer,No,11
61,1216,Frank,Vallerine,Female,15,Software Test Engineer I,Telecommunications,Affluent Customer,Yes,10
52,1217,Dulcinea,Janssen,Female,67,Structural Engineer,Manufacturing,High Net Worth,No,16
38,1218,Marlie,Lister,Female,12,,n/a,Mass Customer,Yes,7
49,1219,Kaine,Parkeson,Male,93,,Financial Services,Mass Customer,No,14
33,1220,Paulie,Akerman,Male,12,Editor,n/a,High Net Worth,No,14
25,1221,Byrom,Draisey,Male,75,VP Product Management,Health,High Net Worth,Yes,14
50,1222,Barbey,Ville,Female,83,Account Executive,Property,Mass Customer,No,19
55,1223,Kristyn,,Female,19,Senior Sales Associate,Manufacturing,Mass Customer,Yes,16
43,1224,Aundrea,Reisenberg,Female,9,Junior Executive,Manufacturing,Mass Customer,No,16
32,1225,Arte,Witchell,Male,5,Clinical Specialist,Health,Mass Customer,Yes,10
39,1226,Constantia,Sirr,Female,32,Director of Sales,Health,Mass Customer,Yes,13
31,1227,Carlina,Pencot,Female,63,Software Engineer I,IT,Affluent Customer,Yes,12
58,1228,Marti,Bisterfeld,Female,43,Senior Cost Accountant,Financial Services,Affluent Customer,No,6
20,1229,Sebastian,Trass,Male,38,GIS Technical Architect,Manufacturing,Affluent Customer,Yes,1
35,1230,Eben,Powley,Male,61,,Financial Services,Mass Customer,Yes,10
47,1231,Aloisia,Shawel,Female,94,Social Worker,Health,Affluent Customer,No,18
61,1232,Stillmann,Wilfling,Male,83,Help Desk Operator,Property,Affluent Customer,No,20
42,1233,Keeley,Hawsby,Female,17,,Retail,Affluent Customer,Yes,16
55,1234,Rancell,Yven,Male,87,Geologist I,n/a,Mass Customer,No,17
51,1235,Sharon,Cranage,Female,24,Dental Hygienist,Health,Mass Customer,No,9
46,1236,Bryanty,Megarrell,Male,75,Web Designer IV,Financial Services,High Net Worth,Yes,18
51,1237,Junia,Humerstone,Female,6,Research Nurse,Health,High Net Worth,No,16
42,1238,Steward,Beedham,Male,24,Graphic Designer,n/a,Affluent Customer,Yes,6
42,1239,Carroll,Cobbin,Male,9,,n/a,Mass Customer,Yes,17
55,1240,Pen,Earey,Female,64,Sales Associate,Manufacturing,Mass Customer,Yes,19
34,1241,Lolly,Junkison,Female,23,Pharmacist,Health,Affluent Customer,Yes,11
47,1242,Bartholomeo,Meeke,Male,36,Human Resources Assistant III,Property,High Net Worth,Yes,18
67,1243,Robbert,Blakey,Male,73,Research Assistant II,Retail,Mass Customer,No,8
26,1245,Erin,Shawell,Male,34,Product Engineer,Manufacturing,Affluent Customer,No,1
27,1246,Ibrahim,Wibrew,Male,94,,n/a,High Net Worth,No,6
60,1247,Hildagarde,Eyrl,Female,15,Geologist I,Entertainment,Affluent Customer,No,11
57,1248,Genia,Bartel,Female,31,General Manager,n/a,Affluent Customer,Yes,7
53,1249,Tabb,McKeowon,Male,11,,Telecommunications,Mass Customer,No,16
19,1250,Jacklyn,Kewley,Female,42,Help Desk Technician,Manufacturing,Mass Customer,No,1
23,1251,Codie,Arnecke,Male,63,Desktop Support Technician,Property,Mass Customer,No,2
55,1252,Les,Ellwood,Male,46,Recruiting Manager,Manufacturing,Mass Customer,Yes,14
24,1253,Mahalia,,Female,81,Research Assistant I,Manufacturing,Mass Customer,No,5
62,1254,Quillan,McDuffie,Male,60,Graphic Designer,Retail,Mass Customer,Yes,5
38,1255,Erhart,Glazebrook,Male,5,,Health,Affluent Customer,No,11
34,1256,Granny,Lukes,Male,8,Food Chemist,Health,High Net Worth,No,9
