Profit,Age,Customer ID,First Name,Last Name,Gender,Purchase History,Job Title,Industry,Customer Segment,Car,Tenure,Transaction ID,Product ID,Date,Online,Status,Brand,Product Line,Product Class,Size,List Price,Cost
72.6,33,3101,Paxton,Lermit,Male,68,Geological Engineer,Manufacturing,High Net Worth,No,12,5946,0,02-10-2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
1230.3,27,1543,Michaela,Andrasch,Female,25,Database Administrator III,n/a,High Net Worth,No,9,5947,63,14-08-2017,True,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63
1069.55,49,2509,Danya,Beadles,Male,99,Help Desk Technician,Financial Services,Mass Customer,No,7,5948,12,27-04-2017,True,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
693.76,43,473,Benji,O'Shirine,Male,2,Junior Executive,Health,Mass Customer,Yes,20,5949,53,06-09-2017,True,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
195.34,55,1160,Trisha,Nisuis,Female,98,Speech Pathologist,IT,Affluent Customer,No,10,5950,20,20-07-2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
152.55,32,798,Dorita,Blackburne,Female,22,Teacher,Financial Services,High Net Worth,No,5,5951,100,29-06-2017,False,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29
1592.19,55,2109,Grazia,Vinson,Female,14,Account Representative II,Health,High Net Worth,Yes,18,5952,87,28-12-2017,True,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71
450.77,24,698,Ellette,Fahy,Female,90,Human Resources Manager,Manufacturing,High Net Worth,Yes,1,5953,58,17-05-2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
75.75,46,2015,Charyl,Sibson,Female,6,Health Coach IV,Health,Affluent Customer,No,7,5954,23,18-04-2017,True,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88
91.15,67,2959,Max,Gonthier,Female,1,Registered Nurse,Health,Mass Customer,Yes,11,5955,6,18-08-2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
690.49,32,10,Fiorenze,Birdall,Female,49,Senior Quality Engineer,Financial Services,Mass Customer,Yes,20,5956,21,20-06-2017,True,Approved,Solex,Standard,medium,large,1071.23,380.74
1103.43,46,1157,Saunder,Camerati,Male,69,Research Nurse,Health,Affluent Customer,Yes,17,5957,10,23-06-2017,True,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
1612.25,41,2207,Junia,Gall,Female,93,Web Designer IV,Manufacturing,Mass Customer,Yes,16,5958,73,29-06-2017,True,Approved,Solex,Standard,medium,medium,1945.43,333.18
57.73,55,1693,Ring,Birchall,Male,79,Accountant I,Health,Affluent Customer,No,4,5959,31,27-01-2017,False,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
135.85,57,2159,Godfrey,Bottini,Male,19,,n/a,High Net Worth,Yes,6,5960,0,11-07-2017,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
114.93,36,329,Garvy,Berthel,Male,25,Account Representative IV,Entertainment,High Net Worth,Yes,12,5961,19,25-01-2017,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71
1010.02,35,3402,Krystyna,Scadden,Female,73,Statistician II,Retail,Mass Customer,No,10,5962,75,06-10-2017,True,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95
737.17,36,765,Valeria,Chazette,Female,50,,Retail,Affluent Customer,No,16,5963,71,24-11-2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75
431.33,62,312,Garek,Prattin,Male,44,Desktop Support Technician,Financial Services,Affluent Customer,Yes,6,5964,32,19-07-2017,,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
110.56,25,2592,Archibaldo,Argrave,Male,84,Help Desk Operator,Financial Services,Mass Customer,Yes,1,5965,86,16-06-2017,True,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07
1103.43,58,1514,Pren,Brangan,Male,15,Professor,n/a,Mass Customer,No,14,5966,10,26-09-2017,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
309.81,58,3461,Nigel,Izard,Male,28,Environmental Specialist,Manufacturing,Affluent Customer,Yes,17,5967,34,19-07-2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72
195.34,43,1666,Launce,Lording,Male,73,Recruiting Manager,n/a,Mass Customer,No,14,5968,20,30-04-2017,False,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47
187.39,62,2667,Randene,Brown,Female,65,Product Engineer,Manufacturing,Affluent Customer,Yes,6,5969,8,26-05-2017,False,Approved,Solex,Road,medium,small,1703.52,1516.13
209.84,42,27,Garvin,Klees,Male,37,Research Nurse,Health,Mass Customer,Yes,12,5970,15,18-06-2017,False,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9
41.13,66,3372,Orazio,Wissby,Male,62,,Telecommunications,High Net Worth,No,15,5971,0,28-01-2017,False,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43
771.12,35,937,Nikolos,McKyrrelly,Male,65,Human Resources Assistant IV,Manufacturing,Affluent Customer,No,15,5972,58,20-01-2017,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4
817.36,43,2638,Moritz,Brognot,Male,1,Budget/Accounting Analyst III,IT,Mass Customer,Yes,15,5973,88,10-08-2017,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1
745.94,34,3287,Marys,Vazquez,Female,30,Account Executive,n/a,Affluent Customer,Yes,4,5974,7,24-03-2017,True,Approved,Trek Bicycles,Road,low,medium,980.37,234.43
90.1,66,2208,Lavena,Embling,Female,59,,n/a,Mass Customer,No,9,5975,72,07-09-2017,False,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3
1630.25,45,3132,Nicko,Artois,Male,33,Sales Representative,Retail,Mass Customer,Yes,7,5976,57,11-10-2017,False,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
437.46,59,3310,Bethany,Jarrell,Female,83,VP Marketing,Property,Affluent Customer,Yes,12,5977,36,24-06-2017,False,Approved,Solex,Standard,low,medium,945.04,507.58
75.14,51,1794,Caro,McKirton,Female,53,Administrative Officer,Property,Mass Customer,No,8,5978,9,13-11-2017,,Approved,OHM Cycles,Road,medium,medium,742.54,667.4
771.12,42,75,Dollie,Sealy,Female,28,VP Product Management,Property,Mass Customer,No,19,5979,58,26-05-2017,False,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4
1660.88,31,1086,Ezechiel,Parnall,Male,84,Statistician IV,Property,Mass Customer,Yes,4,5980,44,15-09-2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
199.1,45,901,Letta,McCarter,Female,13,,Retail,Mass Customer,Yes,16,5981,42,15-07-2017,True,Approved,OHM Cycles,Road,medium,small,1810,1610.9
693.76,51,167,Nathalie,Tideswell,Female,95,,Health,High Net Worth,Yes,17,5982,98,03-11-2017,False,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58
709.34,61,1875,Amory,Bohler,Male,4,Staff Scientist,Retail,High Net Worth,Yes,19,5983,82,11-09-2017,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
198.22,32,999,Dido,Leyburn,Female,12,Recruiting Manager,n/a,High Net Worth,No,4,5984,84,07-10-2017,False,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68
1230.27,26,12,Sawyere,Flattman,Male,58,Nuclear Power Engineer,Manufacturing,Mass Customer,No,8,5985,39,21-08-2017,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
1630.25,41,973,Annabella,Hebron,Female,46,Data Coordiator,Health,High Net Worth,No,15,5986,92,12-06-2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
709.34,24,3143,Corabelle,Streatfeild,Female,0,Chief Design Engineer,Manufacturing,Mass Customer,No,5,5987,25,30-07-2017,True,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65
72.6,38,511,Theo,Tolmie,Female,92,Dental Hygienist,Health,High Net Worth,No,10,5988,0,19-12-2017,False,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
75.14,21,3055,Viki,Drache,Female,96,General Manager,n/a,Mass Customer,Yes,2,5989,9,01-11-2017,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4
1069.55,44,465,Alina,Wilsey,Female,54,Developer III,Financial Services,Affluent Customer,Yes,14,5990,12,11-05-2017,False,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6
445.21,43,2874,Delores,Ashcroft,Female,97,Nuclear Power Engineer,Manufacturing,Affluent Customer,No,18,5991,77,05-04-2017,True,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1
448.68,28,602,Lebbie,Bruck,Female,0,Office Assistant II,n/a,High Net Worth,Yes,9,5992,35,08-05-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
1295.43,26,1084,Serena,Jagson,Female,54,Accounting Assistant I,Retail,Affluent Customer,No,8,5993,55,15-03-2017,True,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76
133.38,35,1738,Frankie,Seydlitz,Male,39,Engineer II,Argiculture,High Net Worth,Yes,14,5994,0,07-02-2017,True,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13
1028.76,22,99,Reggie,Mulliner,Male,97,VP Accounting,Financial Services,Mass Customer,No,3,5995,65,08-09-2017,True,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
75.48,48,281,Jeanette,Sizzey,Female,51,Cost Accountant,Financial Services,High Net Worth,Yes,8,5996,0,28-06-2017,False,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14
128.46,57,1947,Gretta,Patrone,Female,66,Geologist II,Telecommunications,Affluent Customer,Yes,18,5997,76,08-06-2017,False,Approved,WeareA2B,Standard,low,medium,642.31,513.85
179.44,35,37,Laurie,Dwerryhouse,Female,46,Social Worker,Health,High Net Worth,No,16,5998,0,05-07-2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72
64.930000000,43,2372,Jim,Shoppee,Male,14,Clinical Specialist,Health,Affluent Customer,No,10,5999,66,12-11-2017,False,Approved,Giant Bicycles,Road,low,small,590.26,525.33
448.68,18,2858,Benedicto,Radki,Male,4,Recruiting Manager,n/a,Mass Customer,Yes,1,6000,1,13-09-2017,True,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
1215.34,34,3058,Hamnet,Kibblewhite,Male,67,Human Resources Manager,Manufacturing,Mass Customer,Yes,16,6001,46,18-01-2017,False,Approved,Solex,Standard,low,medium,1289.85,74.51
135.85,35,2878,Sauveur,Skeel,Male,73,Analog Circuit Design manager,Property,Mass Customer,Yes,9,6002,29,11-11-2017,False,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
75.14,32,3026,Minda,Pendrid,Female,11,Account Representative III,Property,Mass Customer,Yes,5,6003,9,09-01-2017,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4
133.78,66,11,Uriah,Bisatt,Male,99,,Property,Mass Customer,No,9,6004,28,02-04-2017,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
1028.76,47,707,Homere,Rounds,Male,97,Executive Secretary,n/a,Mass Customer,Yes,7,6005,65,10-09-2017,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
182.81,41,1691,Tomlin,,Male,50,Account Coordinator,n/a,High Net Worth,Yes,7,6006,88,18-03-2017,False,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
139.23,22,2198,Marijn,Arnoll,Male,1,Editor,Property,Affluent Customer,Yes,1,6007,80,25-11-2017,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
456.45,36,158,Hamlin,Odams,Male,99,Internal Auditor,n/a,Affluent Customer,No,5,6008,99,19-02-2017,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89
872.89,46,579,Cathlene,Bellas,Female,89,Software Engineer II,Health,Mass Customer,No,12,6009,64,16-07-2017,True,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55
1408.91,38,2219,Ansel,Napier,Male,73,Senior Quality Engineer,n/a,High Net Worth,Yes,3,6010,79,17-01-2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03
64.51,22,1302,Ericka,Eggers,Female,29,Biostatistician I,Financial Services,Affluent Customer,Yes,2,6011,81,22-05-2017,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
114.93,40,908,Carry,Tomlett,Female,86,,Financial Services,Affluent Customer,Yes,17,6012,5,18-04-2017,True,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71
509.97,63,1385,Melesa,Priddy,Female,39,Cost Accountant,Financial Services,Mass Customer,No,16,6013,11,11-01-2017,False,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
1028.76,46,305,Cris,Chellam,Female,1,Financial Analyst,Financial Services,Mass Customer,No,11,6014,65,12-02-2017,False,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69
75.14,65,2485,Ringo,Parkyn,Male,93,Help Desk Technician,n/a,Mass Customer,Yes,12,6015,9,21-06-2017,True,Approved,OHM Cycles,Road,medium,medium,742.54,667.4
45.96,37,252,Anthea,Ruskin,Female,39,Account Coordinator,Property,Mass Customer,Yes,13,6016,56,24-09-2017,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9
309.81,40,1900,Noland,Larder,Male,67,Safety Technician II,Financial Services,Affluent Customer,Yes,19,6017,34,03-09-2017,True,Approved,Norco Bicycles,Road,high,large,774.53,464.72
737.17,48,2850,Andie,Shorto,Female,74,Director of Sales,n/a,Mass Customer,Yes,5,6018,71,16-01-2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75
72.6,51,2240,Niall,Hallifax,Male,4,Automation Specialist III,Manufacturing,High Net Worth,Yes,16,6019,0,09-11-2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
448.68,41,2967,Dud,Coom,Male,60,Social Worker,Health,Affluent Customer,Yes,20,6020,1,20-12-2017,False,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82
187.39,34,459,Bel,Cheeke,Female,88,Civil Engineer,Manufacturing,Mass Customer,Yes,13,6021,8,22-11-2017,True,Approved,Solex,Road,medium,small,1703.52,1516.13
17.87,34,630,D'arcy,Rowden,Male,90,Statistician III,Property,Affluent Customer,Yes,17,6022,2,14-09-2017,False,Approved,Solex,Standard,medium,medium,71.49,53.62
75.14,55,3020,Witty,McArthur,Male,13,Chemical Engineer,Manufacturing,High Net Worth,Yes,10,6023,97,28-04-2017,False,Approved,OHM Cycles,Road,medium,medium,742.54,667.4
72.6,45,1559,Hilton,Gladwell,Male,63,,Health,High Net Worth,Yes,12,6024,0,02-08-2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
155.65,45,1504,Coop,Corneck,Male,98,Data Coordiator,Property,Affluent Customer,Yes,13,6025,92,28-02-2017,True,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36
409.86,48,1641,Vasily,Sturgeon,Male,29,Community Outreach Specialist,Financial Services,Mass Customer,No,14,6026,17,19-01-2017,True,Approved,Solex,Standard,high,medium,1024.66,614.8
574.62,41,1267,Leopold,Dainton,Male,39,Safety Technician IV,Entertainment,Affluent Customer,Yes,19,6027,13,11-08-2017,False,Approved,Solex,Standard,medium,medium,1163.89,589.27
451.65,19,829,Byran,Goodfield,Male,84,Environmental Tech,Financial Services,High Net Worth,Yes,2,6028,5,29-06-2017,False,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
133.38,22,3030,Flor,Agnew,Female,68,Technical Writer,Manufacturing,Affluent Customer,No,3,6029,49,03-09-2017,False,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13
903.11,64,380,Teriann,Birdsey,Female,66,Structural Engineer,Property,Mass Customer,No,17,6030,35,03-06-2017,False,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4
25.09,32,3377,Jamal,MacRury,Male,12,,Manufacturing,Mass Customer,Yes,7,6031,91,11-08-2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
15.08,26,1777,Lucinda,Jerok,Female,47,Sales Representative,Retail,Affluent Customer,No,1,6032,22,03-01-2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
431.33,54,201,Salem,Huie,Male,45,Design Engineer,Manufacturing,Mass Customer,Yes,11,6033,32,15-08-2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
217.51,49,2509,Danya,Beadles,Male,99,Help Desk Technician,Financial Services,Mass Customer,No,7,6034,60,05-12-2017,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
547.28,67,425,Michaeline,Bordman,Female,60,Sales Representative,Retail,Mass Customer,Yes,20,6035,85,05-12-2017,True,Approved,WeareA2B,Standard,medium,medium,752.64,205.36
737.17,67,1177,Bobbette,Pozzi,Female,47,Food Chemist,Health,Affluent Customer,Yes,6,6036,71,19-09-2017,True,Approved,Solex,Standard,high,large,1842.92,1105.75
57.73,39,2412,Tiffi,Havercroft,Female,77,Chemical Engineer,Manufacturing,Affluent Customer,No,8,6037,31,16-03-2017,True,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18
327.98,37,223,Ossie,Meaton,Male,13,VP Sales,n/a,Affluent Customer,Yes,14,6038,59,27-02-2017,,Approved,Solex,Standard,medium,large,1061.56,733.58
509.97,33,1493,Lisabeth,Fundell,Female,51,Engineer II,Argiculture,High Net Worth,No,22,6039,53,03-05-2017,True,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96
135.85,27,3375,Thorsten,Gregon,Male,37,Accounting Assistant I,Financial Services,High Net Worth,Yes,6,6040,0,26-05-2017,True,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54
1660.88,34,2507,Alysa,Galilee,Female,77,Biostatistician III,Health,Affluent Customer,Yes,8,6041,44,22-08-2017,False,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76
144.26,23,173,Ebba,Hanselmann,Female,99,General Manager,Health,Affluent Customer,No,1,6042,33,10-02-2017,False,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
1215.34,42,2545,Grayce,Aumerle,Female,33,Tax Accountant,Manufacturing,Mass Customer,Yes,16,6043,46,09-07-2017,True,Approved,Solex,Standard,low,medium,1289.85,74.51
45.96,37,14,Rayshell,Kitteman,Female,85,Account Executive,Financial Services,Affluent Customer,No,6,6044,56,13-11-2017,True,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9
129.01,61,330,Port,Pancost,Male,78,Recruiting Manager,Manufacturing,High Net Worth,Yes,7,6045,76,03-05-2017,False,Approved,WeareA2B,Road,low,small,1172.78,1043.77
690.49,47,1917,Raquela,Schimpke,Female,7,Senior Sales Associate,Argiculture,Affluent Customer,Yes,8,6046,21,01-04-2017,False,Approved,Solex,Standard,medium,large,1071.23,380.74
25.09,57,3360,Joelie,Sherlaw,Female,77,Quality Engineer,Health,Affluent Customer,No,5,6047,91,12-03-2017,True,Approved,Solex,Standard,medium,medium,100.35,75.26
25.09,38,1925,Amaleta,Dickens,Female,34,,n/a,Mass Customer,Yes,7,6048,91,23-07-2017,False,Approved,Solex,Standard,medium,medium,100.35,75.26
144.26,34,1494,Levon,Parlor,Male,46,Geologist I,n/a,Mass Customer,Yes,7,6049,33,25-04-2017,True,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18
1408.91,36,593,Eugenius,Packe,Male,64,Structural Analysis Engineer,n/a,Mass Customer,No,4,6050,83,23-01-2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03
1230.27,27,3232,Rose,Milsom,Female,7,Payment Adjustment Coordinator,Financial Services,Mass Customer,Yes,9,6051,39,17-11-2017,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
299.27,67,560,Dorree,Sanja,Female,1,Social Worker,Health,Affluent Customer,No,8,6052,30,24-02-2017,False,Approved,Solex,Standard,high,medium,748.17,448.9
72.6,42,905,Dorian,Drinkel,Female,41,Safety Technician II,Manufacturing,Affluent Customer,No,12,6053,90,04-09-2017,True,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41
872.89,34,1443,Angela,Mowles,Female,47,,Financial Services,Affluent Customer,Yes,22,6054,64,20-07-2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55
872.89,28,602,Lebbie,Bruck,Female,0,Office Assistant II,n/a,High Net Worth,Yes,9,6055,80,12-08-2017,False,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55
1230.27,42,268,Kacie,Kidston,Female,60,Chemical Engineer,Manufacturing,Mass Customer,No,10,6056,39,22-01-2017,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
450.77,23,2386,Adrianne,Lowerson,Female,93,Compensation Analyst,Financial Services,Mass Customer,No,2,6057,52,09-02-2017,True,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51
110.81,41,2082,Sybyl,Beekman,Female,38,Legal Assistant,Health,Affluent Customer,Yes,19,6058,27,03-08-2017,True,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
64.51,38,1970,Carl,Eyre,Male,51,Desktop Support Technician,Manufacturing,Mass Customer,No,7,6059,81,12-08-2017,True,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94
1612.25,24,1144,Damon,Phelip,Male,73,Environmental Specialist,Health,High Net Worth,Yes,5,6060,10,26-03-2017,False,Approved,Solex,Standard,medium,medium,1945.43,333.18
1305.25,65,3004,Waylon,Hammant,Male,82,Research Assistant II,Health,Mass Customer,Yes,16,6061,89,18-04-2017,False,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
139.23,40,2527,Arly,Petersen,Female,60,Technical Writer,n/a,Affluent Customer,Yes,16,6062,80,20-09-2017,False,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
182.81,51,2066,Skipp,McLarens,Male,91,Food Chemist,Health,High Net Worth,Yes,12,6063,88,01-10-2017,True,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11
45.96,43,2944,Kimball,Scutter,Male,45,Environmental Specialist,Manufacturing,Affluent Customer,No,7,6065,56,12-05-2017,False,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9
451.65,28,1980,Kenneth,Viall,Male,97,Food Chemist,Health,High Net Worth,Yes,7,6066,5,18-10-2017,True,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48
1630.25,61,565,Saleem,Meller,Male,30,Civil Engineer,Manufacturing,Mass Customer,Yes,16,6067,57,22-05-2017,True,Approved,WeareA2B,Touring,medium,large,1890.39,260.14
1103.43,35,1600,Priscella,Stathers,Female,20,Senior Financial Analyst,Financial Services,High Net Worth,No,2,6068,21,20-05-2017,False,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25
459.46,42,120,Sloan,Wagg,Male,80,Legal Assistant,Financial Services,High Net Worth,Yes,4,6069,18,20-06-2017,True,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
217.51,23,134,Merna,McCulloch,Female,34,Legal Assistant,Telecommunications,Affluent Customer,Yes,5,6070,60,16-12-2017,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
1408.91,42,446,Marilee,Oosthout de Vree,Female,73,Tax Accountant,IT,Affluent Customer,Yes,4,6071,83,30-08-2017,False,Approved,Solex,Touring,medium,large,2083.94,675.03
,23,2930,Goddard,Benthall,Male,46,Assistant Media Planner,Entertainment,Mass Customer,No,3,6072,0,01-03-2017,True,Approved,,,,,1099.68,
1305.25,40,1650,Raphaela,Looby,Female,44,Tax Accountant,n/a,High Net Worth,No,16,6073,17,20-12-2017,True,Approved,WeareA2B,Touring,medium,large,1362.99,57.74
15.08,56,203,Donovan,Conry,Male,71,Senior Quality Engineer,Argiculture,Mass Customer,Yes,11,6074,22,05-05-2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
179.44,31,1575,Phaidra,Jindacek,Female,82,Design Engineer,Retail,Mass Customer,No,17,6075,62,28-04-2017,True,Approved,Solex,Standard,medium,medium,478.16,298.72
15.08,42,1047,Standford,Tanswill,Male,39,VP Accounting,Financial Services,Affluent Customer,No,11,6076,22,03-11-2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
737.17,49,3081,Dodi,Volker,Female,61,Mechanical Systems Engineer,n/a,High Net Worth,Yes,9,6077,14,21-08-2017,False,Approved,Solex,Standard,high,large,1842.92,1105.75
15.08,33,232,Zaria,Koeppke,Female,94,Professor,Retail,Mass Customer,No,12,6078,22,04-03-2017,True,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
91.15,46,1629,Edsel,Lester,Male,46,VP Accounting,Financial Services,Mass Customer,No,14,6079,6,04-03-2017,True,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
91.15,42,2990,Brice,Martinuzzi,Male,65,GIS Technical Architect,Argiculture,High Net Worth,No,8,6080,0,16-12-2017,False,Approved,OHM Cycles,Standard,high,medium,227.88,136.73
817.36,20,2731,Meagan,Ferry,Female,74,Accounting Assistant III,Retail,Mass Customer,Yes,1,6081,88,21-03-2017,False,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1
456.45,31,2095,Anette,Guerreiro,Female,69,Account Executive,Manufacturing,Affluent Customer,No,8,6082,99,21-03-2017,False,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89
737.57,62,3440,Retha,Kahane,Female,18,Senior Sales Associate,Manufacturing,Mass Customer,No,5,6083,79,10-04-2017,True,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01
133.78,23,887,Patrizius,Hardinge,Male,55,,Manufacturing,High Net Worth,No,1,6084,9,14-02-2017,False,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36
217.51,26,1522,Hubie,Thunnerclef,Male,57,Paralegal,Financial Services,Mass Customer,No,7,6085,60,23-02-2017,False,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85
1702.55,42,726,Norma,Blackbourn,Female,69,Information Systems Manager,Health,Mass Customer,Yes,10,6086,3,08-09-2017,False,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92
139.23,39,1594,Rolando,Amyes,Male,62,Human Resources Manager,Property,Mass Customer,No,7,6087,80,11-02-2017,True,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84
167.21,44,3197,Stern,Ilyenko,Male,83,Environmental Specialist,Health,High Net Worth,No,14,6088,0,20-11-2017,False,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84
1230.27,20,1390,Christyna,Feldberg,Female,74,Accounting Assistant I,Retail,High Net Worth,Yes,1,6089,89,29-12-2017,False,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48
15.08,23,416,Dory,Barnsdall,Female,14,Software Consultant,n/a,Mass Customer,Yes,1,6090,22,05-07-2017,False,Approved,WeareA2B,Standard,medium,medium,60.34,45.26
641.64,24,1093,Clarita,Penright,Female,63,Business Systems Development Analyst,n/a,Affluent Customer,No,5,6091,94,22-09-2017,True,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66
110.81,64,55,Linc,Jillions,Male,48,Paralegal,Financial Services,Affluent Customer,Yes,7,6092,27,07-06-2017,False,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72
104.24,65,3129,Leola,Mandrier,Female,44,Analog Circuit Design manager,Property,High Net Worth,Yes,11,6093,0,05-03-2017,False,Approved,Solex,Road,medium,medium,416.98,312.74
431.33,57,1950,Berne,Fulkes,Male,27,Web Developer II,Manufacturing,Affluent Customer,Yes,19,6094,32,07-09-2017,False,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37
409.86,42,1103,Glynnis,Sailor,Female,76,Financial Advisor,Financial Services,High Net Worth,Yes,20,6095,62,04-10-2017,False,Approved,Solex,Standard,high,medium,1024.66,614.8
459.46,44,2445,Johnnie,Prujean,Male,46,Quality Control Specialist,Retail,Affluent Customer,No,18,6096,82,13-12-2017,False,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18
